Pedido;Data;Vendedor;Situacao;Cidade;Logistica;Situacao_CSV_Entrega;Valor_Pedido;Qtd_Itens;Itens_Resumo
L12608357;03/08/2026;LIMA;Faturado;BURITI DOS MONTES;ENTREGUE;RETIRADA;R$ 6.455,60;31;"20861 - ASSENTO VIQUA ALMOFADADO SANITARIO OVAL BRANCO (1,00 UN) | 8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 21187 - PORTA QUALITY T/VENEZIANA 2,10 X 0,80 NAT LD (1,00 UN) | 20675 - KIT BELLARENZO STANDER BELLARENZO (1,00 UN) | 17585 - ACABAMENTO ICO METAIS P/1416/1509(1/2"") (3/4"") CANOPLA (1,00 UN) | 24258 - ESPELHO DL ORGANICO QUEEN COM LED 60 X 45 (1,00 UN) | 22392 - TORN. BELLARENZO 2264 PA SILICON COLOR 1/4 ACAB C-70 PRET (1,00 UN) | 7198 - TANQUE FORTMAMORE FIBRA DUPLO 1,20M CORES/MARCAS DIVERSAS (1,00 UN) | 22822 - KIT COZIMAX MAD AGATA 45 JQB (1,00 UN) | 17219 - PIA DECORALITA GRA SINT BJ INOX 120 X 54 PI124 BRANCO (1,00 UN) | 20906 - GAB COZIMAX ACO JUPITER 1171MM BRANCO DES PIA 120 (1,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (3,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 24746 - PISO KARINA REF. 67019 ""A"" 60 X 60 LUMINE GOLD ESM (2,48 MT) | 18015 - NICHO FLUX PLASTICO 30 X 60 PRETO ARQUITECH (1,00 UN) | 22028 - GRELHA BELLARENZO INOX P/ CAIXA SIF 10 X 10 (1,00 UN) | 20938 - PORTA METALFLEX POSTIGO SPP 080 X 210 VL BRANCA DIR (1,00 UN) | 23614 - CHUVEIRO JAPI REDONDO 10CM PRETO (1,00 UN) | 7749 - SIFAO ASTRA SANF UNIVERSAL CROMADO (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (3,00 UN) | 22929 - PISO KARINA REF. 68020 ""A"" 60 X 120 RET POLIDO BLACK GOLD (4,36 MT) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (5,00 UN) | 21768 - VITRO QUALITY BRANCO 2FLS LISO L 0,40 X 0,40 (1,00 UN) | 11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (4,60 MT) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00) | 15177 - ENGATE KRONA 30CM (1,00 UN) | 22684 - BASE ICO METAIS DE REGISTRO DE PRESSAO DN20 LATAO (1,00 UN) | 24359 - SECADOR NIQUELART PRIME DUPLO TUBO CR CL AZ (1,00 UN) | 11674 - LIXEIRA MOR 5L AGATA (1,00 UN) | 18937 - PORTA METALFLEX VENEZIANA SPP 0,70 X 2,10 BRANCA DIR (1,00 UN)"
L12608359;03/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 45,00;1;14390 - BLOCO DE ISOPOR BRANCO (6,00 UN)
L12608360;03/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.457,80;4;5625 - PIA GHELPLUS INOX 1,50MT (1,00 UN) | 8312 - VALVULA GHEL PLUS INOX 3. 1/2 (1,00 UN) | 22815 - GAB COZIMAX ACO JUPITER 1446MM BR DESM PIA 150 (1,00 PC) | 24357 - SECADOR NIQUELART MASTER TUBO C/P/TAL/COP BR (1,00 UN)
L12608361;03/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 810,00;3;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (7,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN) | 23717 - PISO POINTER PIETRA DI BASALTO PLATINA 60 X 60 EXT REF. 2 (15,18 MT)
L12608365;03/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 956,00;1;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (36,80 MT)"
L12608372;03/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.409,40;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (30,00 UN)
L12608374;03/08/2026;MASCILON;Faturado;JATOBA DOS UMBELINOS;ENTREGUE;RETIRADA;R$ 219,96;3;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (1,00 UN) | 21284 - ARREMATE NOVAFORMA F STANDARD RODA FORRO (3,00 UN) | 13325 - REV. POINTER MOSAICO NERO 30 X 60 REF.40795 (2,37 MT)
L12608385;03/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 184,50;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (5,00 UN)
L12608400;03/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 269,55;1;24719 - PISO CERBRAS PALAZZO POLIDO HD 75 X 75 A (4,50 MT)
L12608409;03/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 57,90;1;24033 - LONA KALA ENCERADO POLIET 100 MICRAS 4M X 3M A (1,00 UN)
L8507037;03/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 142,00;2;20591 - LAMP. BLUMENAU LED T70 E27 - 20W 1600LM 100-240V (2,00 UN) | 21276 - PORTA NOVAFORMA PVC 60CM CINZA (1,00 UN)
L8507042;03/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 109,80;2;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (1,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (2,53 MT)
L8507049;03/08/2026;GEICI;Faturado;NOVO ORIENTE;ENTREGUE;NORMAL;R$ 516,01;1;23101 - PISO KARINA GOLDEN CARBON 60 X 120 A RET POLIDO REF: 6801 (6,54 MT)
L8507053;03/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 73,70;1;11812 - PISO CERBRAS IPU MOGNO HD 46 X 46 'A' (2,30 MT)
L8507059;03/08/2026;GEICI;Faturado;SUCESSO;ENTREGUE;NORMAL;R$ 1.105,20;3;23040 - METALON MAIA 20 X 20 - 0.9 (8,00 UN) | 7363 - FORRO FORTLEV PVC 200 X 8 X 6000MM BRANCO (24,00 MT) | 21284 - ARREMATE NOVAFORMA F STANDARD RODA FORRO (4,00 UN)
L8507062;03/08/2026;GEICI;Faturado;ROSARIO;ENTREGUE;NORMAL;R$ 49,99;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN)
L12608347;04/08/2026;MASCILON;Faturado;LAGOA DAS PEDRAS;ENTREGUE;CARRO HORARIO;R$ 595,82;3;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (13,80 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (6,00 UN) | 17250 - REJ QUARTZOLIT BEGE - 1KG (2,00 UN)"
L12608428;04/08/2026;LEONARDO;Faturado;SAO GONCALO;ENTREGUE;URGENTE;R$ 50,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN)
L12608431;04/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 466,69;4;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (9,20 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (6,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN) | 11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (2,30 MT)"
L12608432;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 190,50;1;"19283 - ALICATE CORTAG CORTE DIAGONAL CRV ""6"" (3,00 UN)"
L12608435;04/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 99,98;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (2,00 UN)
L12608438;04/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 116,60;2;9779 - VEDACIT 3,6KG (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (3,00 UN)
L12608439;04/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 3.758,40;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (80,00 UN)
L12608449;04/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 72,45;1;"11796 - PISO CERBRAS AURORA BG 46 x 46 ""A"" (2,30 MT)"
L12608450;04/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 73,00;1;10313 - LATEX FORTEX BRANCO NEVE 3,6L FORTMAIS (2,00 UN)
L12608454;04/08/2026;CAMILA;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 927,99;1;23443 - PISO POINTER TRASTEVERE 60 X 60 EXT REF. 54665 (22,77 MT)
L12608458;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 125,00;1;19344 - REV. POINTER RET E MOTION WOOD 45 X 90 MATE REF: 200312 (1,64 MT)
L12608467;04/08/2026;MASCILON;Faturado;NOVO ORIENTE;ENTREGUE;NORMAL;R$ 886,88;3;5812 - REJ QUARTZOLIT BRANCO - 1KG (3,00 UN) | 14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (9,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (17,71 MT)
L12608468;04/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 269,20;3;14902 - ESPACADOR CORTAG NIVELADOR REVEST/PISOS VERM (2,00 UN) | 17250 - REJ QUARTZOLIT BEGE - 1KG (2,00 UN) | 20201 - ARGAMASSA PISO SOBRE PISO EXTERNO CINZA 15KG QUARTZOLIT (8,00 UN)
L12608471;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 125,00;1;19344 - REV. POINTER RET E MOTION WOOD 45 X 90 MATE REF: 200312 (1,64 MT)
L12608477;04/08/2026;MASCILON;Faturado;CRATEUS;AGENDADA;NORMAL;R$ 4.700,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (100,00 UN)
L12608479;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 4.040,80;6;"8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 15171 - ENGATE KRONA 40CM (1,00 UN) | 17267 - PORC. CERBRAS OLIMPO POLIDO 70 X 70 ""A"" (50,00 MT) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (1,00 UN) | 9127 - CONJ CELITE SAVEIRO BCO ACOP ECOFLUSH 3/6L (1,00 UN) | 20161 - ASSENTO ASTRA ALMOFADADO SLIM TAJ/AS BR1 (1,00 UN)"
L12608488;04/08/2026;CAMILA;Faturado;NOVO ORIENTE;ENTREGUE;RETIRADA;R$ 1.270,00;1;22485 - PISO CARMELO FIOR CRISTAL 74 X 74 MM GEORGIA PO RT A (19,80 MT)
L12608489;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 1.172,50;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (25,00 UN)
L12608491;04/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 423,30;2;21283 - FORRO NOVAFORMA GEMINI 200 X 8 X 4000 (12,00 MT) | 21284 - ARREMATE NOVAFORMA F STANDARD RODA FORRO (3,00 UN)
L12608494;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 262,37;1;23041 - PORC. CERBRAS AMAZONITE POLIDO HD 94,5 X 94,5 A (2,68 MT)
L12608495;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 1.172,50;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (25,00 UN)
L12608498;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 235,40;2;5652 - ADAPTADOR KRONA SOLD CURTO 50 X 1.1/2 (4,00 UN) | 21817 - CHUVEIRO LORENZETTI BELLO UL MAXX BC CAN 220/4600 CX/0008 (2,00 PC)
L12608501;04/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 120,00;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (3,00 UN)
L12608502;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 391,64;2;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (4,36 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN)"
L12608507;04/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 894,00;1;14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (60,00 UN)
L12608512;04/08/2026;CAMILA;Faturado;BURITI DOS MONTES;ENTREGUE;NORMAL;R$ 715,00;2;21515 - JAN METALFLEX TROPICAL SLIM 2F 1,00 X 1,50 VL BRANCA (1,00 UN) | 21518 - JAN METALFLEX TROPICAL SLIM C/GRADE 2F 1,00 X 1,20 VL BRA (1,00 UN)
L12608518;04/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 733,24;3;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (6,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (3,00 UN) | 24718 - PISO POINTER ONIX OURO 60 X 60 BR REF. 207730 (15,18 MT)
L8507063;04/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 1.346,45;9;21226 - GESSOMIX 1KG (15,00 UN) | 20797 - TEXT. GRAFIATTO CINZA GRAFITE 25 KG (3,00 UN) | 22378 - TINTA FORTPLUS SB CINZA MEDIO 15L FORTEX (1,00 UN) | 11595 - LIXA ATLAS MANUAL 100 (10,00 UN) | 15157 - SELADOR FORTEX PIG BRANCO NEVE 15L (1,00 UN) | 17198 - LATEX FORTEX BRANCO NEVE 15L FORTMAIS (1,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN) | 6159 - MASSA CORRIDA 25Kg FORTEX (1,00 UN) | 23143 - FUNDO PREPARADOR FORTEX P/PAREDE INCOLOR 3,6 L (1,00 UN)
L8507075;04/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 474,90;1;17345 - MANTA QUARTZOLIT LIQUIDA BRANCA 18L (1,00 UN)
L8507076;04/08/2026;GEICI;Faturado;REALEJO;ENTREGUE;NORMAL;R$ 8.080,00;13;"21566 - TORN. BELLARENZO 4030 CLASS 5/8 P/ CUBA 90A 1/4 (BLISTER) (1,00 UN) | 22560 - PISO CARMELO FIOR MELINDA 57 X 57MM HD A (5,18 MT) | 15766 - CUBA JAPI APOIO VENEZA BR 460 X 345 X 155 (1,00 UN) | 21640 - FITA NITROLUX LED 2835 220V 100M 6500K (3,00 MT) | 21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (73,60 MT) | 17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (1,00 UN) | 19584 - TEXT. AREIA DO DESERTO 25 KG FORTEX (3,00 UN) | 18967 - LAMP. BLUMENAU LED A60 E27 - 9W 1050LM 100-240V 6.500K (2,00 UN) | 21111 - KIT RABICHO NITROLUX FITA LED P/2835 (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (80,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (30,00 UN) | 18402 - KIT JAPI ACESS SAMBA QUADRADO CROM 5 PCS (1,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (80,96 MT)"
L8507077;04/08/2026;GEICI;Faturado;BURITI DOS MONTES;ENTREGUE;RETIRADA;R$ 2.615,00;8;4157 - LIXA MANUAL 120 CARBOMASSA (6,00 UN) | 22378 - TINTA FORTPLUS SB CINZA MEDIO 15L FORTEX (2,00 UN) | 17975 - MASSA ACRILICA 25KG-FORTEX (4,00 UN) | 24399 - TINTA FORTEX EMBORRACHADA CINZA MEDIO 15L (2,00 UN) | 15157 - SELADOR FORTEX PIG BRANCO NEVE 15L (2,00 UN) | 4166 - LIXA DAGUA 150 NORTON (6,00 UN) | 18000 - TINTA FORTPISO CINZA 15L FORTEX (1,00 UN) | 17746 - TINTA FORTCRYL BRANCO NEVE 3,6L FORTEX (2,00 UN)
L12608373;05/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 108,50;2;11129 - PAFLON QUADR 30 CM 2X27 VD. VERDE AC BRANCO.. (2,00 UN) | 13020 - SPOT BLUMENAU SOB. RED. 29 CM ALUM. 24W (1,00 UN)
L12608399;05/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.841,40;2;21283 - FORRO NOVAFORMA GEMINI 200 X 8 X 4000 (56,00 MT) | 21284 - ARREMATE NOVAFORMA F STANDARD RODA FORRO (10,00 UN)
L12608521;05/08/2026;LIMA;Faturado;TAMBORIL;ENTREGUE;NORMAL;R$ 999,00;1;23548 - CONJUNTO CHURRASQUEIRA PEDRARTE MARFIM 65CM GRANDE (1,00 UN)
L12608525;05/08/2026;CAMILA;Faturado;TAMBORIL;ENTREGUE;RETIRADA;R$ 317,00;1;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (4,36 MT)"
L12608531;05/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.586,00;13;"8950 - TRINCHA ATLAS ""2"" CABO MARROM (1,00 UN) | 4545 - LIXA ATLAS P/ MASSA 120 (5,00 UN) | 21348 - TINTA FORTCRYL CINZA NIQUEL 15L FORTEX (1,00 UN) | 21451 - ESM. FORTEX SINT BRANCO NEVE BR 3,0L (1,00 UN) | 17749 - TINTA FORTCRYL CINZA MEDIO 15L (2,00 UN) | 20357 - SOLVENTE EUCATEX THINNER 900ML 9100 BS (1,00 UN) | 17977 - MASSA FORTEX PVA 5,5 KG (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (5,00 UN) | 7593 - FITA 3M CREPE 18MM X 50MM (3,00 UN) | 24740 - RESINA EUCATEX ACRILICA GRAFENO BS 5LTS (1,00 UN) | 17198 - LATEX FORTEX BRANCO NEVE 15L FORTMAIS (1,00 UN) | 8983 - ROLO ATLAS ANTI GOTA 23CM (1,00 UN) | 17170 - LATEX FORTEX BRANCO GELO 15L FORTMAIS (2,00 UN)"
L12608533;05/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 80,00;1;13576 - MESA LATINA OCEAN BRANCA (1,00 UN)
L12608536;05/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 3.758,40;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (80,00 UN)
L12608544;05/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 1.277,00;4;22653 - CONJ ELIETE BACIA MONOBLOCO TURIN BR 3/6L (1,00 UN) | 16104 - CUBA GHELPLUS INOX N2 PROF 560 X 350 X170 POLIDA FURO 3.1 (1,00 UN) | 11184 - SPOT BLUMENAU EMB QUAD 18W LED 6.400K 80446004 (1,00 UN) | 11632 - SPOT BLUMENAU EMB RED. 6W BI-VOLT REF. 80160004 (8,00 UN)
L12608545;05/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 184,50;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (5,00 UN)
L12608550;05/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.000,00;1;24658 - PISO POINTER NEO CIMENTO BRANCO RET 59,5 X 59,5 MATE (49,20 MT)
L12608552;05/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 196,44;3;"10559 - PISO CERBRAS NEVE 46 X 46 ""A"" (4,60 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN) | 20373 - PARAFUSO JOMARCA CAB CHATA PHS C/BUCHA 08 (10,00 UN)"
L12608555;05/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 291,90;6;5567 - LAVAT. CELITE C/COL SAVERO/ ARIES BCO (1,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 15171 - ENGATE KRONA 40CM (1,00 UN) | 14045 - TORN. VIQUA DE MESA BICA ALTA BANHEIRO BRANCA (1,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00)
L12608559;05/08/2026;MASCILON;Faturado;CRATEUS;AGENDADA;NORMAL;R$ 3.224,28;7;"20550 - REBOLO CORTAG TIPO COPO CONICO 100MM G 120 ROSCA M14 (1,00 UN) | 10559 - PISO CERBRAS NEVE 46 X 46 ""A"" (9,20 MT) | 17400 - CUNHA CORTAG SLIM PARA NIVELAMENTO (1,00 UN) | 24719 - PISO CERBRAS PALAZZO POLIDO HD 75 X 75 A (45,00 MT) | 5699 - ALICATE CORTAG P/ NIVELAMENTO DE PISOS (1,00 UN) | 24341 - SUPORTE NIQUELART PAPEL HIG DUPLO S P/CX ACO (1,00 UN) | 17995 - ESPACADOR CORTAG NIVELADOR SLIM 1,0 MM AZUL (5,00 UN)"
L12608564;05/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 357,42;1;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (13,80 MT)"
L12608571;05/08/2026;MASCILON;Faturado;NOVO ORIENTE;ENTREGUE;NORMAL;R$ 235,50;1;19581 - TINTA FORTCRYL AREIA DO DESERTO 15L FORTEX (1,00 UN)
L12608576;05/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 140,00;1;11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (4,60 MT)
L12608587;05/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 307,00;3;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (3,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN) | 11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (6,90 MT)
L12608591;05/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 594,69;3;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (6,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (12,65 MT)
