Pedido;Data;Vendedor;Situacao;Cidade;Logistica;Situacao_CSV_Entrega;Valor_Pedido;Qtd_Itens;Itens_Resumo
L12608592;05/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 49,99;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN)
L12608594;05/08/2026;LEONARDO;Faturado;BURITI DOS MONTES;ENTREGUE;RETIRADA;R$ 870,00;2;"12505 - PISO CERBRAS AURORA BR 57 X 57 ""A"" (18,34 MT) | 22546 - PISO CARMELO FIOR SELENA CINZA 57 X 57MM HD A (5,18 MT)"
L12608601;05/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 184,50;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (5,00 UN)
L12608608;05/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 2.345,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (50,00 UN)
L12608612;05/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 1.499,10;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (30,00 UN)
L12608614;05/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 938,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (20,00 UN)
L12608615;05/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 488,00;2;"20347 - TEXT. GRAFIATTO CHOCOLATE 25KG FORTEX (1,00 UN) | 21803 - PISO KARINA REF. 57222 ""A"" 57 X 57 VARANDA ESM (8,92 MT)"
L8507085;05/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 5.161,40;5;21503 - CIMENTO POTY TODAS OBRAS 50KG (100,00 UN) | 15203 - PA TRAMONTINA DE BICO N 3 C/ CABOB Y (2,00 UN) | 3654 - CABO DE ENXADA COMUM (1,00 UN) | 11923 - ENXADA 2,5 TRAMONTINA (1,00 UN) | 23990 - CARRINHO DE MAO MAESTRO CHAPA 3,25 X 8 PRETO 45LT (2,00 UN)
L8507088;05/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 495,80;3;20511 - VERNIZ IQUINE EXTRARRAPIDO CITIN 3,6L (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (10,00 UN) | 17198 - LATEX FORTEX BRANCO NEVE 15L FORTMAIS (1,00 UN)
L8507093;05/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 1.339,38;2;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (30,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (20,24 MT)
L12608543;06/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 11.218,46;5;"24750 - REV. KARINA 68028 MILLENIUM NERO 60 X 120 RET POLIDO ESM (10,90 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (88,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (44,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (53,13 MT) | 9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (113,88 MT)"
L12608570;06/08/2026;MASCILON;Faturado;IPAPORANGA;RETIRADA;RETIRADA;R$ 683,76;1;21283 - FORRO NOVAFORMA GEMINI 200 X 8 X 4000 (26,40 MT)
L12608631;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 132,90;1;17975 - MASSA ACRILICA 25KG-FORTEX (1,00 UN)
L12608632;06/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 491,20;8;15179 - ENGATE KRONA 50CM (1,00 UN) | 14186 - SIFAO KRONA SIMPLES BRANCO (1,00 UN) | 5567 - LAVAT. CELITE C/COL SAVERO/ ARIES BCO (1,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 20689 - JAN QUALITY COR 2F 0,80 X 0,80 VIDRO LISO BRANCA (1,00 UN) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (1,00 UN) | 15369 - KIT JAPI ACESSORIO SAMBA BRANCO 5 PCS (1,00 UN) | 18354 - ASSENTO ASTRA MISTO (1,00 UN)
L12608636;06/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 124,90;2;19946 - LATEX CINZA MEDIO FORTMAIS 3,6L FORTEX (1,00 UN) | 21766 - LATEX FORTEX BRANCO NEVE 12L FORTMAIS (1,00 UN)
L12608637;06/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 247,00;1;15636 - SUPERGRAUTE QUARTZOLIT 25KG (3,00 UN)
L12608642;06/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 184,50;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (5,00 UN)
L12608643;06/08/2026;MASCILON;Faturado;BURITI DOS MONTES;ENTREGUE;NORMAL;R$ 666,00;1;20990 - JAN QUALITY COR 2F 1,00 X 1,00 VIDRO LISO BRANCA (3,00 UN)
L12608645;06/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.493,00;3;11185 - SPOT BLUMENAU SOB QUAD ALUM 18W BI-WOLT REF:80806004 (3,00 UN) | 11637 - SPOT BLUMENAU EMB QUAD ALUM 24W BI-VOLT REF.80466004 (2,00 UN) | 22336 - PENDENTE NITROLUX LP-405D 132W 3000K (1,00 UN)
L12608649;06/08/2026;MASCILON;Faturado;BURITI DOS MONTES;ENTREGUE;NORMAL;R$ 44,70;1;14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (3,00 UN)
L12608651;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 5.268,97;7;"7659 - VASSOURA TRAMONTINA P/ JARDIM C/ CABO (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (12,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (10,00 UN) | 14621 - ESPACADOR CORTAG NIVELADOR ECO 1,00MM AZUL (4,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (30,00 UN) | 15832 - CUNHA CORTAG ECO NIVELAMENTO DE PISO (2,00 UN) | 9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (61,32 MT)"
L12608662;06/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 346,00;1;21928 - PORC. DELTA NERO POLIDO RET A 84 X 84 ESM (2,80 MT)
L12608663;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 155,94;1;11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (4,60 MT)
L12608670;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 965,14;3;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (12,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (3,00 UN) | 11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (20,70 MT)
L12608673;06/08/2026;LIMA;Faturado;NOVA RUSSAS;ENTREGUE;NORMAL;R$ 3.660,00;4;"13082 - CONJ CELITE LIKE BCO ACOP ECOFLUSH COMPLETO (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (10,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (20,00 UN) | 9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (41,61 MT)"
L12608676;06/08/2026;CAMILA;Faturado;MONTE NEBO;ENTREGUE;NORMAL;R$ 1.960,00;1;"11773 - PISO CERBRAS AURORA BR 46 X 46 ""A"" (59,80 MT)"
L12608679;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 498,00;1;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (20,00 UN)
L12608683;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.500,00;1;14390 - BLOCO DE ISOPOR BRANCO (200,00 UN)
L12608689;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 562,05;4;21503 - CIMENTO POTY TODAS OBRAS 50KG (5,00 UN) | 14390 - BLOCO DE ISOPOR BRANCO (27,00 UN) | 3674 - MALHA POP LEVE 3,40MM 200MM X 200MM (2,00 UN) | 6615 - TRELICA / ESPACADOR 6M LEVE MAIA (1,00 UN)
L12608690;06/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 825,00;3;"14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (10,00 UN) | 11796 - PISO CERBRAS AURORA BG 46 x 46 ""A"" (18,40 MT) | 17250 - REJ QUARTZOLIT BEGE - 1KG (2,00 UN)"
L12608693;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 746,25;1;6615 - TRELICA / ESPACADOR 6M LEVE MAIA (25,00 UN)
L12608695;06/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 429,90;4;22820 - KIT COZIMAX ACO CACAU 40 BR C/ LAVATORIO (1,00 UN) | 15171 - ENGATE KRONA 40CM (1,00 UN) | 14045 - TORN. VIQUA DE MESA BICA ALTA BANHEIRO BRANCA (1,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN)
L12608698;06/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 250,00;1;12184 - CX. DAGUA BAKOF 500L C/TMP (1,00 UN)
L12608703;06/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 46,55;1;"23387 - PISO KARINA RET. 69011 ""A"" 61 X 121 FILETO CANELA ESM (0,74 MT)"
L12608712;06/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 18,54;4;4545 - LIXA ATLAS P/ MASSA 120 (1,00 UN) | 17526 - ADESIVO POLYTUBES 17G PARA TUBOS (1,00 UN) | 12541 - CANO KRONA AGUA SOLD 32MM (1,00 MT) | 3033 - LUVA KRONA SOLD 32MM (2,00 UN)
L12608715;06/08/2026;MASCILON;Faturado;BURITI DOS MONTES;ENTREGUE;NORMAL;R$ 44,70;1;14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (3,00 UN)
L12608717;06/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 829,10;3;"18928 - PORC. CERBRAS LONDON MATTE HD 70 X 70 ""A"" (2,00 MT) | 22035 - REV. CARMELO FIOR KRAFT WHITE 32 X 57MM A (8,12 MT) | 24718 - PISO POINTER ONIX OURO 60 X 60 BR REF. 207730 (10,12 MT)"
L12608725;06/08/2026;CAMILA;Faturado;TAMBORIL;ENTREGUE;TOPIQUE;R$ 158,00;1;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (2,18 MT)"
L12608728;06/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 62,55;2;"24371 - FITA VIQUA VEDA ROSCA 18 X 10 COM CARRETEL PLASTICO (1,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (2,30 MT)"
L8507097;06/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 229,00;1;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (10,00 UN)
L8507098;06/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 385,70;6;23707 - TORNEIRA HERC MULTI-USO 15 CM 1/2 PT IND (1,00 UN) | 8312 - VALVULA GHEL PLUS INOX 3. 1/2 (1,00 UN) | 10062 - DOBRADICA SILVANA CANTO ZINC. 3.1/2 CARTELA (1,00 UN) | 5549 - PIA GHELPLUS INOX 1,20MT (1,00 UN) | 12673 - CANO KRONA ESGOTO 100MM (6,00 MT) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN)
L8507099;06/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 300,00;5;9028 - GARFO ATLAS C/ BUCHAS SR 23CM (1,00 UN) | 15157 - SELADOR FORTEX PIG BRANCO NEVE 15L (1,00 UN) | 17198 - LATEX FORTEX BRANCO NEVE 15L FORTMAIS (1,00 UN) | 8983 - ROLO ATLAS ANTI GOTA 23CM (1,00 UN) | 24202 - LIXEIRA NEW PLASTI C/ PEDAL 12LTS ECO (1,00 UN)
L8507100;06/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 256,00;3;21374 - SERRA COPO CORTAG BIMETALICA 51MM - 2 (1,00 UN) | 21281 - PORTA NOVAFORMA PVC 80CM BRANCA (1,00 UN) | 21704 - SERRA COPO TRAMONTINA BI-METALICA 40MM-1.9/16 (1,00 UN)
L8507102;06/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 264,89;1;23439 - PISO POINTER CARRARA STATUARIO 60 X 60 BR REF. 207727 (7,59 MT)
L8507103;06/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 4.352,14;13;"12889 - PISO CERBRAS LUMINATTO BLANCO POLIDO 56 X 56 ""A"" (13,14 MT) | 20095 - PISO CERBRAS VERONA POLIDO HD 75 X 75 ""A"" (11,25 MT) | 7198 - TANQUE FORTMAMORE FIBRA DUPLO 1,20M CORES/MARCAS DIVERSAS (1,00 UN) | 21503 - CIMENTO POTY TODAS OBRAS 50KG (15,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (2,00 UN) | 8312 - VALVULA GHEL PLUS INOX 3. 1/2 (1,00 UN) | 23443 - PISO POINTER TRASTEVERE 60 X 60 EXT REF. 54665 (12,65 MT) | 17214 - PIA DECORALITA GRANITO 120 X 54 VERDE ROMANO (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (20,00 UN) | 7721 - SIFAO ASTRA DUPLO SANFONADO (1,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN) | 12185 - CX. DAGUA BAKOF 1000L C/TMP (1,00 UN) | 17170 - LATEX FORTEX BRANCO GELO 15L FORTMAIS (2,00 UN)"
L8507108;06/08/2026;GEICI;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 3.110,00;4;23457 - PISO POINTER NEO CIMENTO CINZA RET 59,5 X 59,5 MATE REF.2 (12,30 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (32,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (12,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (50,60 MT)
L8507110;06/08/2026;GEICI;Faturado;BURITI DOS MONTES;ENTREGUE;CARRO HORARIO;R$ 535,00;1;5653 - CONJ CELITE SAVEIRO OCRE 6L CARAMELO (1,00 UN)
L8507116;06/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 260,54;3;8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 5662 - BACIA CELITE CONV SAVERO BCO (1,00 UN) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00)
L12608730;07/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 221,30;3;17370 - LATEX FORTEX LARANJA 15L FORTMAIS (1,00 UN) | 15430 - TECPLUS TOP CX 4KG QUARTZOLIT (1,00 UN) | 6159 - MASSA CORRIDA 25Kg FORTEX (1,00 UN)
L12608731;07/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.320,66;1;"12890 - PISO CERBRAS IPU MARFIM HD 46 X 46 ""A"" (41,40 MT)"
L12608738;07/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 666,54;1;"24608 - PISO CERBRAS ITATIAIA HD 46 X 46 ""A"" (20,70 MT)"
L12608743;07/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 229,00;1;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (10,00 UN)
L12608744;07/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 598,60;6;8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 15171 - ENGATE KRONA 40CM (1,00 UN) | 7694 - ASSENTO ASTRA SANIT SOFT BR1 (1,00 UN) | 13540 - DUCHA FLUX HIGIENICA CROMADA (1,00 UN) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (1,00 UN) | 9127 - CONJ CELITE SAVEIRO BCO ACOP ECOFLUSH 3/6L (1,00 UN)
L12608748;07/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 377,97;2;18015 - NICHO FLUX PLASTICO 30 X 60 PRETO ARQUITECH (1,00 UN) | 19344 - REV. POINTER RET E MOTION WOOD 45 X 90 MATE REF: 200312 (3,28 MT)
L12608750;07/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 1.942,53;1;24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (55,66 MT)
L12608752;07/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.540,20;2;"12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (8,00 UN) | 16186 - PORC. ZEUS POLIDO 70 X 70 ""A"" CERBRAS (16,00 MT)"
L12608758;07/08/2026;MASCILON;Faturado;PORANGA;AGENDADA;NORMAL;R$ 6.328,17;4;"16076 - PORC. CERBRAS TECHNATTO CREMA POLIDO 70 X 70 ""A"" (44,00 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (22,00 UN) | 22001 - PORC. TECHNATTO CREMA MATTE 70 X 70 ""A"" CERBRAS (4,00 MT) | 9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (41,61 MT)"
L12608772;07/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.007,23;3;"14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (11,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (4,00 UN) | 11773 - PISO CERBRAS AURORA BR 46 X 46 ""A"" (20,70 MT)"
L12608774;07/08/2026;CAMILA;Faturado;NOVO ORIENTE;ENTREGUE;NORMAL;R$ 5.373,51;5;"10559 - PISO CERBRAS NEVE 46 X 46 ""A"" (6,90 MT) | 15869 - ESPACADOR CORTAG JUNTAPISO 4MM 100PÇS (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (17,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (75,00 UN) | 11773 - PISO CERBRAS AURORA BR 46 X 46 ""A"" (115,00 MT)"
L12608776;07/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 2.054,99;8;"12889 - PISO CERBRAS LUMINATTO BLANCO POLIDO 56 X 56 ""A"" (13,74 MT) | 8950 - TRINCHA ATLAS ""2"" CABO MARROM (1,00 UN) | 16422 - PISO CERBRAS MARAJÓ DECK HD 46 X 46 ""A"" (32,20 MT) | 19444 - PARAFUSO JOMARCA MAD CHIPBOARD 4,0X50 C/500 BICR CX1 (35,00) | 7845 - BISNAGA GLOBO OCRE (2,00 UN) | 9872 - ADESIVO KRONA PLASTICO 175G (1,00 UN) | 22558 - COLA CASCOREZ EXTRA 1000G CASCOLA (1,00 UN) | 13767 - REV. VINTAGE MATE 30 X 60 REF:40194 POINTER (2,37 MT)"
L12608778;07/08/2026;CAMILA;Faturado;ARARENDA;ENTREGUE;NORMAL;R$ 348,00;1;15157 - SELADOR FORTEX PIG BRANCO NEVE 15L (3,00 UN)
L12608789;07/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 113,20;2;4544 - LIXA ATLAS P/ MASSA 80 (2,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (3,00 UN)
L12608798;07/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 1.900,00;3;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (21,80 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (3,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (11,00 UN)"
L12608799;07/08/2026;MASCILON;Faturado;MONTE NEBO;ENTREGUE;NORMAL;R$ 3.821,92;3;15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (15,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (40,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (80,96 MT)
L8507117;07/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 484,80;2;22541 - TINTA FORTCRYL CINZA GRAFITE 15L FORTEX (1,00 UN) | 18000 - TINTA FORTPISO CINZA 15L FORTEX (1,00 UN)
L8507118;07/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.220,52;3;"17980 - PISO KARINA REF. 57026 ""A"" 57 X 57 TECA NOCE BOLD (22,30 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (13,00 UN) | 17250 - REJ QUARTZOLIT BEGE - 1KG (2,00 UN)"
L8507119;07/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 232,70;5;"21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (4,60 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN) | 3911 - GRELHA ASTRA QUADRADA ROTATIVA 9,4 X 9,4 (1,00 UN)"
L8507120;07/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 634,90;5;"13139 - CHUVEIRO ASTRA PLASTICO 4"" BRANCO (1,00 UN) | 15369 - KIT JAPI ACESSORIO SAMBA BRANCO 5 PCS (1,00 UN) | 12184 - CX. DAGUA BAKOF 500L C/TMP (1,00 UN) | 17170 - LATEX FORTEX BRANCO GELO 15L FORTMAIS (2,00 UN) | 22613 - VITRO QUALITY BRANCO 2FLS LISO L 0,30 X 0,30 (1,00 UN)"
L8507129;07/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 216,90;1;19687 - TINTA FORTCRYL TELHA 15L FORTEX (1,00 UN)
L8507138;07/08/2026;GEICI;Faturado;NOVO ORIENTE;ENTREGUE;RETIRADA;R$ 1.221,32;1;24750 - REV. KARINA 68028 MILLENIUM NERO 60 X 120 RET POLIDO ESM (17,44 MT)
