Pedido;Data;Vendedor;Situacao;Cidade;Logistica;Situacao_CSV_Entrega;Valor_Pedido;Qtd_Itens;Itens_Resumo
L12609555;18/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.210,99;12;"8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 15194 - ENGATE KRONA 60CM (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 21810 - PISO KARINA ONIX BLACK RET REF. 75027 ""A"" 75 X 75 (4,46 MT) | 16580 - PORC. CERBRAS ZEUS MATE 70 X 70 ""A"" (2,00 MT) | 5815 - REJ PRETO GRAFITE QUARTZOLIT-1Kg (1,00 KG) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (5,00 UN) | 13540 - DUCHA FLUX HIGIENICA CROMADA (1,00 UN) | 19719 - REJUNTE QUARTZOLIT PORCELANATO CINZA ARTICO 1KG (1,00 UN) | 13635 - ASSENTO HERC ALMOF PRIME BR 2385 (1,00 UN) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (1,00 UN) | 24734 - DUCHA CIDAX HIGIENICA BRANCA (1,00 UN)"
L12609558;18/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 99,98;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (2,00 UN)
L12609565;18/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 59,75;1;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (2,30 MT)"
L8507265;18/08/2026;KAYLLANE;Faturado;REALEJO;ENTREGUE;RETIRADA;R$ 61,00;1;17743 - TINTA FORTCRYL AMAR. CANARIO 3,6L FORTEX (1,00 UN)
L8507268;18/08/2026;GEICI;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 1.415,00;1;20523 - PISO CERBRAS VENEZIA GRIS POLIDO HD 75 X 75 A (20,25 MT)
L8507269;18/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 1.082,00;3;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (12,00 UN) | 7338 - PISO CERBRAS PARATI HD 46 X 46 ""A"" (25,30 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (3,00 UN)"
L8507276;18/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 284,90;1;12184 - CX. DAGUA BAKOF 500L C/TMP (1,00 UN)
L12609264;19/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 8.387,65;17;22151 - TORN. BELLARENZO 1130 CHAVETA AMARE1/2 X 3/4 C/ BICO PLAS (5,00 UN) | 15543 - TORN. COZ MESA RGOL 1167 F71 RG LORENZETTI (1,00 UN) | 20675 - KIT BELLARENZO STANDER BELLARENZO (9,00 UN) | 14315 - TORN. VIQUA COZINHA PAREDE BICA MOVEL BRANCA (7,00 UN) | 20990 - JAN QUALITY COR 2F 1,00 X 1,00 VIDRO LISO BRANCA (4,00 UN) | 15194 - ENGATE KRONA 60CM (5,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (7,00 UN) | 5627 - PIA GHELPLUS INOX 1,00MT (6,00 UN) | 15046 - ANUNCIADOR DE PRESENCA ENERBRAS (6,00 UN) | 8312 - VALVULA GHEL PLUS INOX 3. 1/2 (6,00 UN) | 20938 - PORTA METALFLEX POSTIGO SPP 080 X 210 VL BRANCA DIR (2,00 UN) | 20937 - PORTA METALFLEX POSTIGO SPP 080 X 210 VL BRANCA ESQ (2,00 UN) | 13540 - DUCHA FLUX HIGIENICA CROMADA (6,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (13,00 UN) | 23098 - PORTA STANDARD GIRO UV MOGNO F3 BORDA PINTADA 30MM X 900M (2,00 PC) | 18938 - PORTA METALFLEX VENEZIANA SPP 0,70 X 2,10 BRANCA ESQ (1,00 UN) | 21961 - TANQUE FORTMAMORE N1 53 X 51 CM ESPECIAL GRAFITE (5,00 UN)
L12609504;19/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;;2;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (11,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (20,24 MT)
L12609567;19/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 821,30;3;20763 - BOTA WORK COTURNO CAD PRETO PR (1,00) | 21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN) | 20937 - PORTA METALFLEX POSTIGO SPP 080 X 210 VL BRANCA ESQ (1,00 UN)
L12609568;19/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 634,53;3;17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (4,00 UN) | 11812 - PISO CERBRAS IPU MOGNO HD 46 X 46 'A' (13,80 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (7,00 UN)
L12609571;19/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 242,60;2;3011 - CAIXA TRAMONTINA EMBUTIR 4 X 2 AMARELA (2,00 UN) | 20921 - ESPACADOR CORTAG NIVELADOR 1,5MM ECO VERMELHO (1.500,00 UN)
L12609572;19/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 270,00;1;24590 - PISO CERBRAS LUMINATO BLANCO POLIDO 75 X 75 A (4,50 MT)
L12609579;19/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 124,64;3;"21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (2,30 MT) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (1,00 UN)"
L12609584;19/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 643,99;4;"22028 - GRELHA BELLARENZO INOX P/ CAIXA SIF 10 X 10 (1,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (20,70 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (6,00 UN)"
L12609593;19/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 835,17;3;"6875 - REJ PALHA QUARTZOLIT - 1KG (4,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (13,00 UN) | 21532 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""C"" (25,30 MT)"
L12609598;19/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 75,67;1;"12890 - PISO CERBRAS IPU MARFIM HD 46 X 46 ""A"" (2,30 MT)"
L12609601;19/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.005,00;2;5791 - REV. TECNOGRES 10 X 10 REF. 10160 AZ. CLARO (18,72 MT) | 22350 - PORTA QUALITY POST LAMBRI PRIME PT LISO L/E L 0,80 X A 2, (1,00 UN)
L12609607;19/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 405,95;3;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (15,00 UN) | 21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (2,30 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (3,00 UN)"
L12609609;19/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 463,97;3;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (11,50 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (6,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN)"
L12609611;19/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 204,00;1;20016 - REFLETOR BLUMENAU PLAY ALUM 150W B-VOLT LED 6.500K 781506 (3,00 UN)
L12609619;19/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 535,99;8;"8950 - TRINCHA ATLAS ""2"" CABO MARROM (1,00 UN) | 6875 - REJ PALHA QUARTZOLIT - 1KG (1,00 UN) | 9028 - GARFO ATLAS C/ BUCHAS SR 23CM (1,00 UN) | 23886 - PISO POINTER INFINITA BEGE 60 X 60 BR REF. 208943 (5,06 MT) | 20201 - ARGAMASSA PISO SOBRE PISO EXTERNO CINZA 15KG QUARTZOLIT (3,00 UN) | 8983 - ROLO ATLAS ANTI GOTA 23CM (1,00 UN) | 24250 - PANO ALKLIN PIA ESTAMPADO 25 X 25 P EMB EC (1,00 UN) | 17746 - TINTA FORTCRYL BRANCO NEVE 3,6L FORTEX (3,00 UN)"
L12609623;19/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.740,00;6;22560 - PISO CARMELO FIOR MELINDA 57 X 57MM HD A (23,31 MT) | 15171 - ENGATE KRONA 40CM (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (11,00 UN) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (1,00 UN) | 20100 - ARMARIO HERC P/ BANHEIRO TIVOLI CINZA (1,00 PEC) | 5653 - CONJ CELITE SAVEIRO OCRE 6L CARAMELO (1,00 UN)
L12609624;19/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.345,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (50,00 UN)
L12609625;19/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 970,00;4;24655 - TORN. 1167 COZ PA B M ALTA ACAB.C-61CANO 5/8 - B GOURMET (1,00 UN) | 20937 - PORTA METALFLEX POSTIGO SPP 080 X 210 VL BRANCA ESQ (1,00 UN) | 17634 - FITA NOVAFLON VEDA ROSCA 50M X 18MM (1,00 UN) | 23189 - JAN METALFLEX TROPICAL VENEZIANA 2F 100 X 100 BRANCA (1,00 UN)
L12609626;19/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 399,76;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (8,00 UN)
L12609627;19/08/2026;CAMILA;Faturado;IPAPORANGA;ENTREGUE;RETIRADA;R$ 290,00;1;"12890 - PISO CERBRAS IPU MARFIM HD 46 X 46 ""A"" (9,20 MT)"
L12609628;19/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 154,44;3;7366 - PISO CERBRAS AURORA BR 46 X 46 ''C'' (4,60 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN)
L12609634;19/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.470,00;3;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (71,30 MT) | 11479 - REJUNTE VOTOMASSA CZ PLATINA 1KG (15,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (35,00 UN)"
L12609636;19/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 933,74;3;"14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (13,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (4,00 UN) | 7319 - PISO CERBRAS CRISTAL 46 X 46 ""C"" (27,60 MT)"
L12609639;19/08/2026;CAMILA;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 1.467,00;2;"14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (10,00 UN) | 19131 - PORC. ICARO MATE HD 70 X 70 ""A"" CERBRAS (20,00 MT)"
L12609642;19/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 76,32;2;13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 6153 - PISO CERBRAS ARARIPE CZ 46 X 46 ''A'' (2,30 MT)
L8507287;19/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 496,00;3;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (6,00 UN) | 11479 - REJUNTE VOTOMASSA CZ PLATINA 1KG (2,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (13,80 MT)"
L8507288;19/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 153,90;1;23990 - CARRINHO DE MAO MAESTRO CHAPA 3,25 X 8 PRETO 45LT (1,00 UN)
L8507289;19/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 126,90;1;21276 - PORTA NOVAFORMA PVC 60CM CINZA (1,00 UN)
L8507293;19/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 923,22;2;"11773 - PISO CERBRAS AURORA BR 46 X 46 ""A"" (13,80 MT) | 11773 - PISO CERBRAS AURORA BR 46 X 46 ""A"" (13,80 MT)"
L12609585;20/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 999,40;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (20,00 UN)
L12609635;20/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 169,50;2;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (2,18 MT) | 20965 - CANTONEIRA PERFIL METAL EM L 3/4 3M ALUM POLIDA (1,00 UN)"
L12609650;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 267,60;1;18965 - PORC. CERBRAS NETUNO GRIS POLIDO HD 70 X 70 A (4,00 MT)
L12609651;20/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 691,00;15;"9800 - ESPAÇADOR CORTAG JUNTAPISO 2MM 100PÇS (1,00 UN) | 21964 - DESEMPENADEIRA SENIORS PLAST FRISAD 18X30CM AZUL (1,00 UN) | 21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (11,50 MT) | 19841 - REGUA RZ ALUMINIOS BI-TUBULAR 2MT REFORCADA (1,00 UN) | 18175 - LAPIS CARPINTEIRO IRWIN - REF 66305SL CX72 (1,00) | 9026 - ESPATULA ATLAS PLASTICA 13,1CM (1,00 UN) | 3267 - NIVEL IRWIN DE ALUMINIO 406MM 16"" (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (6,00 UN) | 8979 - BROXA ATLAS RETANGULAR 18 X 8CM (1,00 UN) | 17250 - REJ QUARTZOLIT BEGE - 1KG (2,00 UN) | 9508 - CHAVE GEDORE FENDA CRUZADA 160- 1/4"" X 8"" (1,00 UN) | 24159 - ESTILETE IRWIN STANDARD 18MM (1,00 UN) | 11504 - TRENA IRWIN STANDARD 5M (1,00 UN) | 13848 - DISCO IRWIN DIAMANTADO LISO 110 X 20MM (1,00 UN) | 19289 - MARTELO CORTAG DE BORRACHA BRANCO 60MM (1,00 UN)"
L12609654;20/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 828,75;3;22560 - PISO CARMELO FIOR MELINDA 57 X 57MM HD A (15,54 MT) | 17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (3,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (8,00 UN)
L12609655;20/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.814,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (60,00 UN)
L12609657;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.088,14;3;"7366 - PISO CERBRAS AURORA BR 46 X 46 ''C'' (25,30 MT) | 22931 - PISO KARINA REF. 75032 ""A"" 75 X 75 RET POLIDO BLACK GOLD (4,46 MT) | 23101 - PISO KARINA GOLDEN CARBON 60 X 120 A RET POLIDO REF: 6801 (2,18 MT)"
L12609664;20/08/2026;LIMA;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 8.760,15;2;"24853 - PORC. CERBRAS TECHNATTO WHITE POLIDO 90 X 90 ""A"" (36,45 MT) | 24853 - PORC. CERBRAS TECHNATTO WHITE POLIDO 90 X 90 ""A"" (63,18 MT)"
L12609665;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 410,00;1;13123 - REV. CLASSICO BR 30 X 60 REF:40206 POINTER (11,85 MT)
L12609666;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 415,00;1;"23387 - PISO KARINA RET. 69011 ""A"" 61 X 121 FILETO CANELA ESM (6,60 MT)"
L12609667;20/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 406,21;6;14315 - TORN. VIQUA COZINHA PAREDE BICA MOVEL BRANCA (2,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 8312 - VALVULA GHEL PLUS INOX 3. 1/2 (1,00 UN) | 5549 - PIA GHELPLUS INOX 1,20MT (1,00 UN) | 13067 - LAVAT. FORTMAMORE MEDIO (1,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (2,00 UN)
L12609669;20/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 336,49;1;6820 - PISO CERBRAS ARARIPE CZ 46 X 46 ''C'' (16,10 MT)
L12609670;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 357,00;1;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (13,80 MT)"
L12609673;20/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 393,90;1;22197 - JAN QUALITY CORRER 2F 1,00 X 1,50 BRANCA VIDRO LISO (1,00 UN)
L12609677;20/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 185,00;12;20711 - LAMP. BLUMENAU LED T80 E27 - 30W 2400L 240V 6.500K 033070 (1,00 PC) | 17565 - ELETRODUTO KRONA DE PVC FLEX CORRUGADO 25MM 50MT (5,00 MT) | 13311 - CABO SIL PP FLEX 2 X 1,5MM PRETO (3,00 MT) | 14757 - TOAMADA ROMAZI INT MDL 10A SP+TOM 10A PL 4X2 BR C25 CANOA (1,00 UN) | 3011 - CAIXA TRAMONTINA EMBUTIR 4 X 2 AMARELA (4,00 UN) | 24702 - CABO SIL FLEX 2,5MM AZUL (10,00 MT) | 24703 - CABO SIL FLEX 2,5MM AMARELO (6,00 MT) | 24706 - CABO SIL FLEX 2,5MM VERMELHO (10,00 MT) | 11444 - SOQUETE BLUMENAU BRANCO PORCELANA 250V REF 01130004 (1,00 UN) | 14717 - TOMADA ROMAZI TRIPLA MDL 10A PL 4X2 BR C25 CANOA (1,00 UN) | 23134 - TOMADA ROMAZI 3 TOM 10A 2P+T SOB BR JERI PLUS C20 REF: 19 (1,00 UN) | 14697 - TOMADA ROMAZI DUPLA MDL 10A PL 4X2 BR C25 CANOA (1,00 UN)
L12609679;20/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.239,03;12;15179 - ENGATE KRONA 50CM (2,00 UN) | 8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 5567 - LAVAT. CELITE C/COL SAVERO/ ARIES BCO (1,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 7694 - ASSENTO ASTRA SANIT SOFT BR1 (1,00 UN) | 11479 - REJUNTE VOTOMASSA CZ PLATINA 1KG (2,00 UN) | 6820 - PISO CERBRAS ARARIPE CZ 46 X 46 ''C'' (13,80 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (6,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (2,00 UN) | 12211 - TORN. VIQUA COZINHA MESA BICA MOVEL BRANCA (1,00 UN)
L12609681;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.341,60;2;23209 - CORDA COLLINS PET TRANC 6MM 180M BB OURO (10,00 MT) | 12186 - CX. DAGUA BAKOF 2000L C/TMP (1,00 UN)
L12609694;20/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 955,24;3;"6875 - REJ PALHA QUARTZOLIT - 1KG (4,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (23,00 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (13,00 UN)"
L12609705;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 358,90;3;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (2,00 UN) | 24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (4,36 MT) | 11906 - REJUNTE QUARTZOLIT P/PORCELANATO CZ PLATINA 1KG FD (1,00)"
L12609715;20/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.166,00;1;21878 - PORTA MADELAR STAND GIRO UV BRANCA F3 80 X 2,10 COLMEIA (5,00 UN)
L12609716;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 4.302,00;1;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (165,60 MT)"
L12609724;20/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 1.811,90;4;"16076 - PORC. CERBRAS TECHNATTO CREMA POLIDO 70 X 70 ""A"" (20,00 MT) | 17708 - ESPACADOR CORTAG NIVELADOR SLIM 1,5MM VERMELHO (2,00 UN) | 6738 - REJUNTE QUARTZOLIT PORCELANATO BEGE QUARTZOLIT - 1KG (2,00 UN) | 14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (10,00 UN)"
L12609725;20/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 3.752,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (80,00 UN)
L12609729;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 317,84;1;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (4,36 MT)"
L12609731;20/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 403,00;3;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (3,00 UN) | 5815 - REJ PRETO GRAFITE QUARTZOLIT-1Kg (1,00 KG) | 23672 - REV. POINTER RET POLARIS 45 X 90 MATE PAREDE REF. 209940 (4,92 MT)
L8507295;20/08/2026;KAYLLANE;Faturado;INDEPENDENCIA;ENTREGUE;URGENTE;R$ 441,49;1;24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (12,65 MT)
L8507298;20/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 253,00;3;8312 - VALVULA GHEL PLUS INOX 3. 1/2 (1,00 UN) | 5549 - PIA GHELPLUS INOX 1,20MT (1,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN)
L8507299;20/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 300,00;1;15191 - CARRINHO TRAMONTINA RED DE MAO AZUL 50L CHAPA 24 (1,00 UN)
L8507300;20/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.494,00;2;3792 - TELA COLUNA 8,00MM 7 X 14CM 6M AÇO CEARENSE (7,00 UN) | 21503 - CIMENTO POTY TODAS OBRAS 50KG (20,00 UN)
L8507310;20/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 311,69;4;21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN) | 20255 - JAN QUALITY COR NATURAL 2F 100 X 1,00 V CANELADO (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (1,00 UN) | 22003 - VITRO QUALITY BASCULANTE BRANCO 2FLS LISO L 0,50 X A 0,50 (1,00 UN)
L12608926;21/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 13.600,00;6;"20665 - PORC. CERBRAS ONYX REALE MATTE HD 70 X 70 A (12,00 MT) | 22931 - PISO KARINA REF. 75032 ""A"" 75 X 75 RET POLIDO BLACK GOLD (11,15 MT) | 5815 - REJ PRETO GRAFITE QUARTZOLIT-1Kg (1,00 KG) | 20180 - PORC. CERBRAS ONYX REALE POLIDO HD 70 X 70 A (100,00 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (65,00 UN) | 11906 - REJUNTE QUARTZOLIT P/PORCELANATO CZ PLATINA 1KG FD (15,00)"
