Pedido;Data;Vendedor;Situacao;Cidade;Logistica;Situacao_CSV_Entrega;Valor_Pedido;Qtd_Itens;Itens_Resumo
L126010275;28/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 310,00;4;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (4,60 MT) | 7366 - PISO CERBRAS AURORA BR 46 X 46 ''C'' (6,90 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (4,00 UN)"
L126010277;28/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.233,65;14;15179 - ENGATE KRONA 50CM (2,00 UN) | 8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 20675 - KIT BELLARENZO STANDER BELLARENZO (2,00 UN) | 5567 - LAVAT. CELITE C/COL SAVERO/ ARIES BCO (1,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 7694 - ASSENTO ASTRA SANIT SOFT BR1 (1,00 UN) | 14045 - TORN. VIQUA DE MESA BICA ALTA BANHEIRO BRANCA (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (3,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (2,00 UN) | 15103 - CAIXA KRONA SIFON 150 X 150 X 50 GRELGA QUAD (1,00 UN) | 20100 - ARMARIO HERC P/ BANHEIRO TIVOLI CINZA (1,00 PEC) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (9,00 UN)
L126010282;28/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 318,25;2;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (11,50 MT) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (6,00 UN)"
L126010294;28/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 148,88;2;22312 - PISO CARMELO FIOR BOLT MRE 57 X 57MM HD A (2,59 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN)
L126010296;28/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 321,30;3;21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN) | 11812 - PISO CERBRAS IPU MOGNO HD 46 X 46 'A' (6,90 MT) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (3,00 UN)
L126010298;28/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 364,70;6;18615 - DISCO WAVES PLUS DE CORTE 4. 1/2 (20,00 UN) | 23774 - FORMAO KALA FORJADO 3/4 (1,00 UN) | 23778 - FORMAO KALA FORJADOS 1/2 (1,00 UN) | 18330 - MANG. VIQUA TOPFLEX VERDE 1/2 X 200M (15,00 MT) | 23252 - REFLETOR LUMANTI START LED 100W 5500K AUTOVOLT 8000 LUMEN (4,00 UN) | 24620 - ELETRODO TRUST 2,50MM EMB C/ 5KG E-6013 (2,00 KG)
L126010305;28/08/2026;MIKHAELL;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 26,32;1;21283 - FORRO NOVAFORMA GEMINI 200 X 8 X 4000 (0,80 MT)
L8507436;28/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 604,44;1;"7319 - PISO CERBRAS CRISTAL 46 X 46 ""C"" (27,60 MT)"
L8507441;28/08/2026;GEICI;Faturado;SUCESSO;ENTREGUE;NORMAL;R$ 1.788,02;1;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (59,80 MT)"
L8507452;28/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 497,80;2;5549 - PIA GHELPLUS INOX 1,20MT (1,00 UN) | 12184 - CX. DAGUA BAKOF 500L C/TMP (1,00 UN)
L126010315;29/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 560,00;1;"5628 - REV. TECNOGRES 10 X 10 REF. 10010 BRANCO ""A"" (7,20 MT)"
L126010317;29/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 290,00;1;"12505 - PISO CERBRAS AURORA BR 57 X 57 ""A"" (7,86 MT)"
L126010325;29/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 188,00;1;"13482 - PISO CERBRAS ATENAS CZ 57 X 57 ""A"" (5,24 MT)"
L126010327;29/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 43,10;2;3741 - REG KRONA ESF. SOLD 40MM (1,00 UN) | 3426 - CANO KRONA AGUA SOLD 25MM (6,00 MT)
L126010329;29/08/2026;LIMA;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 100,74;1;7366 - PISO CERBRAS AURORA BR 46 X 46 ''C'' (4,60 MT)
L126010335;29/08/2026;MASCILON;Faturado;ARARENDA;ENTREGUE;NORMAL;R$ 2.312,92;4;"10559 - PISO CERBRAS NEVE 46 X 46 ""A"" (9,20 MT) | 5812 - REJ QUARTZOLIT BRANCO - 1KG (10,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (32,00 UN) | 7319 - PISO CERBRAS CRISTAL 46 X 46 ""C"" (55,20 MT)"
L126010340;29/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 134,18;1;23906 - REV. KARINA LEGNO BRUCIATO 20 X 120 RET REF. 21019 ESM (2,24 MT)
L126010342;29/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 463,00;3;5815 - REJ PRETO GRAFITE QUARTZOLIT-1Kg (1,00 KG) | 23101 - PISO KARINA GOLDEN CARBON 60 X 120 A RET POLIDO REF: 6801 (4,36 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (3,00 UN)
L126010347;29/08/2026;MASCILON;Faturado;NOVO ORIENTE;AGENDADA;NORMAL;R$ 2.379,64;3;"14604 - PISO CERBRAS LUMINATTO BG POLIDO 56 X 56 ""A"" (10,95 MT) | 24719 - PISO CERBRAS PALAZZO POLIDO HD 75 X 75 A (24,75 MT) | 22662 - PISO CERBRAS LUMINATO BLANCO MATTE 75 X 75 ESTOQUE ESPECI (4,50 MT)"
L126010359;29/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 1.757,00;16;21890 - KIT MADELAR COMP MM MOGNO BATENTE 30MM X 120MM X 5400MM (1,00 UN) | 14764 - PLACA CEGA ROMAZI 4X2 C SUPORTE C25 CANOA (2,00 UN) | 14757 - TOAMADA ROMAZI INT MDL 10A SP+TOM 10A PL 4X2 BR C25 CANOA (5,00 UN) | 3011 - CAIXA TRAMONTINA EMBUTIR 4 X 2 AMARELA (4,00 UN) | 5815 - REJ PRETO GRAFITE QUARTZOLIT-1Kg (1,00 KG) | 6820 - PISO CERBRAS ARARIPE CZ 46 X 46 ''C'' (6,90 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN) | 21848 - FECH. SILVANA LILLE EXT CRO 1301/32ZC (2,00 UN) | 24857 - DOBRADICA METALVI CANTO 3.5 POL NIQUELADA COMUM (9,00 UN) | 11444 - SOQUETE BLUMENAU BRANCO PORCELANA 250V REF 01130004 (4,00 UN) | 4983 - FITA ENERBRAS ISOLANTE 18MM X 20M (1,00 UN) | 21851 - PORTA MADELAR STAND GIRO UV MOGNO F3 70 X 2,10 (2,00 UN) | 24704 - CABO SIL FLEX 2,5MM PRETO (100,00 MT) | 14759 - TOMADA ROMAZI 2 INT (SP) 10A + TOM 10A 4X2 BR C25 CANOA (1,00 UN) | 5157 - DISJUNTOR ENERBRAS TERM MONOPOLAR 20A 1P (1,00 UN) | 14697 - TOMADA ROMAZI DUPLA MDL 10A PL 4X2 BR C25 CANOA (7,00 UN)
L126010369;29/08/2026;MASCILON;Faturado;CRATEUS;AGENDADA;NORMAL;R$ 1.242,90;2;"14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (15,00 UN) | 11796 - PISO CERBRAS AURORA BG 46 x 46 ""A"" (27,60 MT)"
L8507457;29/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 221,04;4;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (2,00 UN) | 9801 - ESPACADOR CORTAG JUNTAPISO 3MM 100PÇS (1,00 UN) | 17436 - ADITIVO VEDACIT PT 900ML (1,00 UN) | 7318 - PISO CERBRAS CRISTAL 46 X 46 A (4,60 MT)
L8507459;29/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 176,77;1;7198 - TANQUE FORTMAMORE FIBRA DUPLO 1,20M CORES/MARCAS DIVERSAS (1,00 UN)
L8507463;29/08/2026;GEICI;Faturado;PORANGA;ENTREGUE;NORMAL;R$ 3.780,00;2;"12889 - PISO CERBRAS LUMINATTO BLANCO POLIDO 56 X 56 ""A"" (54,75 MT) | 20201 - ARGAMASSA PISO SOBRE PISO EXTERNO CINZA 15KG QUARTZOLIT (27,00 UN)"
L8507466;29/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 138,60;2;5821 - SUPERCAL 5KG HIDRACOR (2,00 UN) | 17170 - LATEX FORTEX BRANCO GELO 15L FORTMAIS (1,00 UN)
L126010114;31/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 131,00;1;22145 - TORN. BELLARENZO 2050 PA SILICON COLOR ACAB C70 PRETO (1,00 UN)
L126010387;31/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 94,06;1;"13482 - PISO CERBRAS ATENAS CZ 57 X 57 ""A"" (2,62 MT)"
L126010390;31/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 323,70;2;"24745 - PISO KARINA REF. 60325 ""A"" 60 X 60 MUNARI CINZA ESM (4,96 MT) | 20201 - ARGAMASSA PISO SOBRE PISO EXTERNO CINZA 15KG QUARTZOLIT (3,00 UN)"
L126010391;31/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 900,00;6;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (20,70 MT) | 20326 - PORTA KRONA GRELHA NR.58 QUADR BRANCA (1,00 UN) | 6946 - REJ CZ PLATINA QUARTZOLIT - 5KG (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (13,00 UN) | 6761 - JOELHO KRONA 45° ESG 75MM (1,00 UN) | 3911 - GRELHA ASTRA QUADRADA ROTATIVA 9,4 X 9,4 (1,00 UN)"
L126010392;31/08/2026;MIKHAELL;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 327,40;3;5625 - PIA GHELPLUS INOX 1,50MT (1,00 UN) | 8312 - VALVULA GHEL PLUS INOX 3. 1/2 (1,00 UN) | 23713 - SIFAO HERC TUBO EXTEN DN 38/40/48/50MM METAL (1,00 PEC)
L126010393;31/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 591,80;1;14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (22,00 UN)
L126010404;31/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 4.151,00;4;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (50,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (101,20 MT) | 15191 - CARRINHO TRAMONTINA RED DE MAO AZUL 50L CHAPA 24 (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (19,00 UN)"
L126010412;31/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 382,64;2;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (10,00 UN) | 22765 - REV. KARINA 68017 MACCHIA ORO 60 X 120 RET POLIDO (2,18 MT)
L126010417;31/08/2026;MASCILON;Faturado;CRATEUS;AGENDADA;NORMAL;R$ 413,79;1;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (20,70 MT)"
L126010426;31/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 50,37;1;"7319 - PISO CERBRAS CRISTAL 46 X 46 ""C"" (2,30 MT)"
L126010442;31/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 99,98;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (2,00 UN)
L126010455;31/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 3.752,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (80,00 UN)
L126010458;31/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.977,00;2;23815 - PORC. CERBRAS NETUNO BG POLIDO HD 70 X 70 A ESTOQUE ESPEC (24,00 MT) | 22677 - PORC. CERBRAS NETUNO BG MATE HD 70 X 70 A ESTOQUE ESPECIA (6,00 MT)
L126010468;31/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 443,00;2;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (18,40 MT) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (5,00 UN)"
L126010475;31/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 3.477,28;2;22981 - PORC. ELIZABETH BRANCO PARANA 70 X 70 A PO POLIDO (36,75 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN)
L126010476;31/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 210,00;1;21882 - PORTA MADELAR STAND GIRO UV BRANCA LISA 60 X 2,10 COLMEIA (1,00 UN)
L126010481;31/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 453,00;1;12185 - CX. DAGUA BAKOF 1000L C/TMP (1,00 UN)
L126010483;31/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 553,50;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (15,00 UN)
L126010487;31/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 499,70;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (10,00 UN)
L8507474;31/08/2026;GEICI;Faturado;INDEPENDENCIA;ENTREGUE;RETIRADA;R$ 959,00;2;"21810 - PISO KARINA ONIX BLACK RET REF. 75027 ""A"" 75 X 75 (11,15 MT) | 20523 - PISO CERBRAS VENEZIA GRIS POLIDO HD 75 X 75 A (2,29 MT)"
L8507477;31/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 852,00;4;"8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (13,80 MT) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00)"
L8507478;31/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 2.456,49;1;"24853 - PORC. CERBRAS TECHNATTO WHITE POLIDO 90 X 90 ""A"" (26,73 MT)"
L8507479;31/08/2026;GEICI;Faturado;CRATEUS;PROGRAMADO;PROGRAMADO;R$ 1.499,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (30,00 UN)
