Pedido;Data;Vendedor;Situacao;Cidade;Logistica;Situacao_CSV_Entrega;Valor_Pedido;Qtd_Itens;Itens_Resumo
L8507380;25/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 153,90;1;21281 - PORTA NOVAFORMA PVC 80CM BRANCA (1,00 UN)
L8507382;25/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 238,00;1;5567 - LAVAT. CELITE C/COL SAVERO/ ARIES BCO (1,00 UN)
L8507385;25/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 794,00;1;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (10,90 MT)"
L8507387;25/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 499,70;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (10,00 UN)
L8507391;25/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 759,50;3;20820 - TEXT. CINZA GRAFITE 25KG FORTEX (3,00 UN) | 20797 - TEXT. GRAFIATTO CINZA GRAFITE 25 KG (1,00 UN) | 20150 - ESM. IQUINE DIALINE SINT SEC RAP BRNCO NEVE FOSCO 3,6L (1,00 UN)
L8507393;25/08/2026;GEICI;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 4.368,46;5;"22931 - PISO KARINA REF. 75032 ""A"" 75 X 75 RET POLIDO BLACK GOLD (24,53 MT) | 20500 - REJUNTE QUARTZOLIT PORCELANATOS PRETO ONIX 1KG (4,00 UN) | 17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (3,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (25,00 UN) | 23107 - PISO KARINA RET REF. 68006 ""A"" 60 X 120 OMBRA DI CARVAGGI (21,80 MT)"
L8507395;25/08/2026;KAYLLANE;Faturado;INDEPENDENCIA;AGENDADA;NORMAL;R$ 227,81;5;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (2,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (4,60 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN) | 12310 - CHUVEIRO ASTRA ABS CROM VC43 ""4"" (1,00 UN) | 13540 - DUCHA FLUX HIGIENICA CROMADA (1,00 UN)"
L8507396;25/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 120,00;1;"9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (2,19 MT)"
L126010060;26/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.293,00;6;18935 - PORTA METALFLEX VENEZIANA SPP 0,60 X 2,10 BRANCA DIR (1,00 UN) | 12779 - PARAFUSO MAD CHIPBOARD 5,0X65 C/200 BICR (8,00 UN) | 19087 - BUCHA USAF COM ANEL P/ FIXACAO 10MM U/B (20,00 UN) | 22666 - JAN QUALITY CORRER HOME BRANCO 2FLS LISO 1,00 X 0,80 (1,00 UN) | 21189 - PORTA QUALITY VENEZIANA 60 X 2,10M ESQ BRANCA (1,00 UN) | 19070 - PARAF MAD CHIPBOARD 5,0X90 C/100 BICR (12,00 UN)
L126010075;26/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 295,50;2;6159 - MASSA CORRIDA 25Kg FORTEX (4,00 UN) | 17043 - SELADOR PIGMENTADO BR NEVE 3,6L FORTEX (1,00 UN)
L126010076;26/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 442,80;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (12,00 UN)
L126010077;26/08/2026;MASCILON;Faturado;CRATEUS;CANCELADO;CARRO HORARIO;R$ 236,50;2;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (10,00 UN) | 17250 - REJ QUARTZOLIT BEGE - 1KG (1,00 UN)
L126010081;26/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.499,10;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (30,00 UN)
L126010082;26/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.099,34;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (22,00 UN)
L126010094;26/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 287,40;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (6,00 UN)
L126010096;26/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 405,90;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (11,00 UN)
L126010103;26/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 158,00;1;"22930 - PISO KARINA REF. 75030 ""A"" 75 X 75 RET POLIDO MAGESTIC (2,23 MT)"
L126010105;26/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.106,20;18;"15179 - ENGATE KRONA 50CM (2,00 UN) | 8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 3722 - LUVA KRONA SOLD BUCHA LATAO 25 X 3/4 (1,00 UN) | 10252 - JOELHO KRONA 90º C/BUCHA LATAO 25 X 1/2 (5,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 21342 - REG. BELLARENZO 1416 DE PRESSAO ABS 3/4 C-40 LIGHT (1,00 UN) | 9872 - ADESIVO KRONA PLASTICO 175G (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (10,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (4,00 UN) | 12310 - CHUVEIRO ASTRA ABS CROM VC43 ""4"" (1,00 UN) | 3426 - CANO KRONA AGUA SOLD 25MM (24,00 MT) | 12673 - CANO KRONA ESGOTO 100MM (3,00 MT) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (1,00 UN) | 13383 - FITA VEDA ROSCA PULVITEC 18MM X 50M (2,00 UN) | 12670 - CANO KRONA ESGOTO 40MM (3,00 MT) | 3034 - ADAPTADOR KRONA SOLD CURTO 25 X 3/4 (1,00 UN)"
L126010106;26/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 49,99;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN)
L126010112;26/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 486,78;5;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (9,20 MT) | 18599 - ABRACADEIRA GALV TIPO U ""3"" INCA (2,00 SC) | 20255 - JAN QUALITY COR NATURAL 2F 100 X 1,00 V CANELADO (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (5,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN)"
L126010117;26/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.090,00;3;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (8,72 MT) | 22036 - REV. CARMELO FIOR TATO 32 X 57MM HD A (24,36 MT) | 20937 - PORTA METALFLEX POSTIGO SPP 080 X 210 VL BRANCA ESQ (1,00 UN)"
L126010120;26/08/2026;MASCILON;Faturado;PORANGA;ENTREGUE;NORMAL;R$ 3.522,00;9;"22934 - REV. KARINA REF. 21003 ""A"" 20 X 120 CARVALHO CANELA RET H (6,72 MT) | 17708 - ESPACADOR CORTAG NIVELADOR SLIM 1,5MM VERMELHO (2,00 UN) | 17400 - CUNHA CORTAG SLIM PARA NIVELAMENTO (1,00 UN) | 24746 - PISO KARINA REF. 67019 ""A"" 60 X 60 LUMINE GOLD ESM (24,80 MT) | 22653 - CONJ ELIETE BACIA MONOBLOCO TURIN BR 3/6L (1,00 UN) | 14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (15,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN) | 19131 - PORC. ICARO MATE HD 70 X 70 ""A"" CERBRAS (4,00 MT) | 6794 - REJ MARROM TABACO QUARTZOLIT - 1KG (1,00 KG)"
L126010125;26/08/2026;CAMILA;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 2.444,10;6;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (30,00 UN) | 4545 - LIXA ATLAS P/ MASSA 120 (10,00 UN) | 11479 - REJUNTE VOTOMASSA CZ PLATINA 1KG (8,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (55,20 MT) | 6159 - MASSA CORRIDA 25Kg FORTEX (1,00 UN) | 17170 - LATEX FORTEX BRANCO GELO 15L FORTMAIS (2,00 UN)"
L126010127;26/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 88,30;1;24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (2,53 MT)
L126010129;26/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 385,10;2;"22788 - SUPER REMOVEDOR (4,00 UN) | 14745 - TORNEIRA JAPI ESF MET 1/2"" BUCHA 3/4"" BLISTER (5,00 UN)"
L126010132;26/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 370,00;3;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (11,00 UN) | 21503 - CIMENTO POTY TODAS OBRAS 50KG (2,00 UN) | 5815 - REJ PRETO GRAFITE QUARTZOLIT-1Kg (4,00 KG)
L126010139;26/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 229,00;1;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (10,00 UN)
L126010142;26/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 23,30;2;17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN)
L126010144;26/08/2026;MIKHAELL;Faturado;TAMBORIL;AGENDADA;NORMAL;R$ 1.134,30;1;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (57,00 MT)"
L126010149;26/08/2026;CAMILA;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 2.155,90;1;12187 - CX. DAGUA BAKOF 3000L C/TMP (1,00 UN)
L126010150;26/08/2026;LEONARDO;Faturado;INDEPENDENCIA;ENTREGUE;RETIRADA;R$ 205,00;3;22560 - PISO CARMELO FIOR MELINDA 57 X 57MM HD A (2,59 MT) | 23485 - MANGUEIRA P/MAQUINA LAVAR 1,30M (1,00 UN) | 24760 - JOGO CHAVE KALA COMBINADA 6-17MM 10PEC (1,00 UN)
L126010152;26/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 399,00;1;15636 - SUPERGRAUTE QUARTZOLIT 25KG (5,00 UN)
L8507400;26/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 532,00;5;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (4,00 UN) | 23450 - PENEIRA FORTAL 50 X 45 GRANDE FINA (1,00 UN) | 5812 - REJ QUARTZOLIT BRANCO - 1KG (2,00 UN) | 11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (6,90 MT) | 23990 - CARRINHO DE MAO MAESTRO CHAPA 3,25 X 8 PRETO 45LT (1,00 UN)
L8507405;26/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 15,60;1;12653 - CANO KRONA AGUA SOLD 20MM (6,00 MT)
L8507407;26/08/2026;GEICI;Faturado;INDEPENDENCIA;AGENDADA;NORMAL;R$ 3.289,95;3;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (40,00 UN) | 11479 - REJUNTE VOTOMASSA CZ PLATINA 1KG (15,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (80,50 MT)"
L8507411;26/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;URGENTE;168;2;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (8,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (4,00 UN)
L8507414;26/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 3.499,50;1;24718 - PISO POINTER ONIX OURO 60 X 60 BR REF. 207730 (96,14 MT)
L126010065;27/08/2026;MIKHAELL;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 209,48;4;17200 - TORN. VIQUA 15CM COM BICO MANGUEIRA PARA PIA M (1,00 PC) | 24719 - PISO CERBRAS PALAZZO POLIDO HD 75 X 75 A (2,25 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN)
L126010126;27/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 276,00;1;12184 - CX. DAGUA BAKOF 500L C/TMP (1,00 UN)
L126010161;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 83,90;1;15636 - SUPERGRAUTE QUARTZOLIT 25KG (1,00 UN)
L126010162;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 143,70;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (3,00 UN)
L126010163;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 735,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (15,00 UN)
L126010167;27/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 264,04;3;"6875 - REJ PALHA QUARTZOLIT - 1KG (1,00 UN) | 5526 - PISO CERBRAS ARARIPE BG 46 X 46 ""A"" (4,60 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (4,00 UN)"
L126010170;27/08/2026;CAMILA;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 919,00;2;"22934 - REV. KARINA REF. 21003 ""A"" 20 X 120 CARVALHO CANELA RET H (15,12 MT) | 24477 - LAMP. GOREMI LED G9 12W BQ (3,00 UN)"
L126010171;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 48,90;2;9801 - ESPACADOR CORTAG JUNTAPISO 3MM 100PÇS (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN)
L126010172;27/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 451,87;4;24611 - ARGAMASSA VOTOMASSA ACI 15KG INTERNA (2,00 UN) | 17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (1,00 UN) | 11812 - PISO CERBRAS IPU MOGNO HD 46 X 46 'A' (2,30 MT) | 16706 - TELHA FIBROC. 2,44 X 0,50M 4MM ETERNIT (10,00 UN)
L126010174;27/08/2026;CAMILA;Faturado;IBIAPABA;ENTREGUE;CARRO HORARIO;R$ 458,00;1;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (20,00 UN)
L126010181;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 247,74;4;"10559 - PISO CERBRAS NEVE 46 X 46 ""A"" (4,60 MT) | 10318 - LATEX VERDE PRIMAVERA 3,6L FORTMAIS. (1,00 UN) | 5812 - REJ QUARTZOLIT BRANCO - 1KG (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN)"
L126010183;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 255,56;3;"22934 - REV. KARINA REF. 21003 ""A"" 20 X 120 CARVALHO CANELA RET H (3,36 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN) | 6794 - REJ MARROM TABACO QUARTZOLIT - 1KG (1,00 KG)"
L126010184;27/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 429,35;3;"6875 - REJ PALHA QUARTZOLIT - 1KG (2,00 UN) | 21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (11,50 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (5,00 UN)"
L126010187;27/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 29,80;1;14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (2,00 UN)
L126010192;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 228,00;1;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (11,50 MT)"
L126010198;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 59,75;1;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (2,30 MT)"
L126010199;27/08/2026;MIKHAELL;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 811,50;6;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (15,00 MT) | 10319 - LATEX FORTEX PALHA 3,6L FORTMAIS (2,00 UN) | 19948 - LATEX FORTEX MARFIM SUAVE 15L FORTMAIS (1,00 UN) | 11479 - REJUNTE VOTOMASSA CZ PLATINA 1KG (2,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (6,00 UN) | 4880 - ASSENTO HERC SANIT C/ TAMPA BRANCO (1,00 UN)"
L126010205;27/08/2026;CAIXAMARIA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 317,60;3;15203 - PA TRAMONTINA DE BICO N 3 C/ CABOB Y (2,00 UN) | 24090 - CAVADEIRA TRAMONTINA ARTICULADA C/CABO 145CM (1,00 UN) | 13301 - ENXADA 2,5 C/CABO TRAMOTINA (1,00 UN)
L126010206;27/08/2026;CAIXAMARIA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 476,90;1;16138 - CARRINHO TRAMONTINA DE MAO MET EXTRAFORT (1,00 UN)
L126010211;27/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 749,55;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (15,00 UN)
L126010214;27/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 258,00;1;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (12,00 UN)
L126010220;27/08/2026;MIKHAELL;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 217,25;1;7366 - PISO CERBRAS AURORA BR 46 X 46 ''C'' (9,92 MT)
L126010221;27/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.229,64;7;14530 - CABO ATLAS DE VASSOURAO METALICO (1,00 UN) | 17708 - ESPACADOR CORTAG NIVELADOR SLIM 1,5MM VERMELHO (3,00 UN) | 17400 - CUNHA CORTAG SLIM PARA NIVELAMENTO (3,00 UN) | 14536 - VASSOURAO ATLAS DE CERDAS RIGIDAS (1,00 UN) | 17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (2,00 UN) | 20201 - ARGAMASSA PISO SOBRE PISO EXTERNO CINZA 15KG QUARTZOLIT (10,00 UN) | 19344 - REV. POINTER RET E MOTION WOOD 45 X 90 MATE REF: 200312 (21,62 MT)
L126010225;27/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 228,70;2;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (1,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (5,06 MT)
L126010229;27/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 654,81;1;"7319 - PISO CERBRAS CRISTAL 46 X 46 ""C"" (29,90 MT)"
L126010234;27/08/2026;MASCILON;Faturado;PORANGA;ENTREGUE;NORMAL;R$ 1.883,30;3;18935 - PORTA METALFLEX VENEZIANA SPP 0,60 X 2,10 BRANCA DIR (1,00 UN) | 18942 - PORTA METALFLEX VENEZIANA SPP 0,90 X 2,10 BRANCA ESQ (1,00 UN) | 18941 - PORTA METALFLEX VENEZIANA SPP 0,90 X 2,10 BRANCA DIR (1,00 UN)
L126010237;27/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 130,00;1;"19154 - PORC. CERBRAS OLIMPO MATE 70 X 70 ""A"" (2,00 MT)"
L8507416;27/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 3.806,50;12;3513 - CANO KRONA ESGOTO 50MM (48,00 MT) | 5629 - TEE KRONA ESGOTO 100MM (20,00 UN) | 5729 - JOELHO KRONA 90º ESG 50MM (20,00 UN) | 11529 - REDUCAO KRONA ESGOTO 100 X 50 (12,00 UN) | 22944 - CAIXA HERC SIF 250 X 172 X 50 QUARD DE GORDURA (3,00 UN) | 3718 - LUVA KRONA ESGOTO 100MM (12,00 UN) | 13403 - ADESIVO AMANCO PLASTICO C/PINCEL 850G (2,00 UN) | 5516 - TEE KRONA ESGOTO 50MM (12,00 UN) | 12673 - CANO KRONA ESGOTO 100MM (120,00 MT) | 15103 - CAIXA KRONA SIFON 150 X 150 X 50 GRELGA QUAD (5,00 UN) | 17253 - JOELHO KRONA 90º ESG 100MM (20,00 UN) | 15098 - CAIXA KRONA SIFON 100 X 100 X 50 QUAD BRANCA (4,00 UN)
L8507417;27/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 77,97;1;7318 - PISO CERBRAS CRISTAL 46 X 46 A (2,30 MT)
L8507418;27/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 179,10;1;6615 - TRELICA / ESPACADOR 6M LEVE MAIA (6,00 UN)
L8507421;27/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 390,00;2;"24287 - PISO KARINA REF. 68027 ""A"" 60 X 120 RET POLIDO CLIPSE ORO (4,36 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN)"
L8507423;27/08/2026;KAYLLANE;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.673,00;2;"17308 - PISO KARINA REF. 57145 ""A"" 57 X 57 ACACIA ESM HD (40,14 MT) | 17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (5,00 UN)"
L8507428;27/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 183,00;1;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (9,20 MT)"
L126010064;28/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 117,00;1;17330 - LATEX MARFIM 15L FORTMAIS FORTEX (1,00 UN)
L126010243;28/08/2026;LIMA;Faturado;BURITI DOS MONTES;ENTREGUE;RETIRADA;R$ 908,00;4;14390 - BLOCO DE ISOPOR BRANCO (10,00 UN) | 23101 - PISO KARINA GOLDEN CARBON 60 X 120 A RET POLIDO REF: 6801 (8,72 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (3,00 UN)
L126010247;28/08/2026;MIKHAELL;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 411,93;1;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (20,70 MT)"
L126010250;28/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 221,40;1;21284 - ARREMATE NOVAFORMA F STANDARD RODA FORRO (6,00 UN)
L126010252;28/08/2026;LEONARDO;Faturado;BARRA DOS SIMIOES;PARCIAL;NORMAL;R$ 2.000,00;3;"24852 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""C"" (69,00 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (25,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (7,00 UN)"
L126010256;28/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 3.490,50;3;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (35,00 UN) | 17250 - REJ QUARTZOLIT BEGE - 1KG (10,00 UN) | 24718 - PISO POINTER ONIX OURO 60 X 60 BR REF. 207730 (70,84 MT)
L126010258;28/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 26,32;1;21283 - FORRO NOVAFORMA GEMINI 200 X 8 X 4000 (0,80 MT)
L126010260;28/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 709,37;3;6820 - PISO CERBRAS ARARIPE CZ 46 X 46 ''C'' (25,30 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (4,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (10,00 UN)
L126010262;28/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.189,94;4;21208 - LAMP. MAK LED G125 AMBER TWIST 2200K 02W (4,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (18,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (6,00 UN) | 22272 - PISO POINTER DUOMO TROPPO 60 X 60 EXT REF. 209929 (35,42 MT)
L126010263;28/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 118,00;3;"10559 - PISO CERBRAS NEVE 46 X 46 ""A"" (2,30 MT) | 5812 - REJ QUARTZOLIT BRANCO - 1KG (1,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (1,00 UN)"
L126010266;28/08/2026;LIMA;Pedido;CRATEUS;ENTREGUE;RETIRADA;R$ 66,00;1;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (3,00 UN)
L126010267;28/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 477,80;1;23096 - PORTA MADELAR STANDARD GIRO UV BRANCA F3 BORDA PINTADA (2,00 PC)
L126010268;28/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 21,50;1;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (1,00 UN)
L126010269;28/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.620,20;5;13710 - SILICONE QUARTZOLIT ACETICO MULTIUSO 256G (4,00 UN) | 18940 - PORTA METALFLEX VENEZIANA SPP 0,80 X 2,10 BRANCA ESQ (1,00 UN) | 18938 - PORTA METALFLEX VENEZIANA SPP 0,70 X 2,10 BRANCA ESQ (1,00 UN) | 18939 - PORTA METALFLEX VENEZIANA SPP 0,80 X 2,10 BRANCA DIR (1,00 UN) | 18937 - PORTA METALFLEX VENEZIANA SPP 0,70 X 2,10 BRANCA DIR (1,00 UN)
