Pedido;Data;Vendedor;Situacao;Cidade;Logistica;Situacao_CSV_Entrega;Valor_Pedido;Qtd_Itens;Itens_Resumo
L12608825;08/08/2026;MASCILON;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 7.702,25;10;23729 - PORC. ELIZABETH 84 X 84 URBAN SOFT ESM ACETINADO (7,23 MT) | 17400 - CUNHA CORTAG SLIM PARA NIVELAMENTO (1,00 UN) | 20960 - REJ QUARTZOLIT CINZA ARTICO - 1KG (1,00 UN) | 24590 - PISO CERBRAS LUMINATO BLANCO POLIDO 75 X 75 A (20,25 MT) | 17975 - MASSA ACRILICA 25KG-FORTEX (3,00 UN) | 14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (30,00 UN) | 22485 - PISO CARMELO FIOR CRISTAL 74 X 74 MM GEORGIA PO RT A (66,00 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (10,00 UN) | 17995 - ESPACADOR CORTAG NIVELADOR SLIM 1,0 MM AZUL (7,00 UN)
L12608829;08/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 620,00;1;18941 - PORTA METALFLEX VENEZIANA SPP 0,90 X 2,10 BRANCA DIR (1,00 UN)
L12608833;08/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.188,00;2;24615 - PISO POINTER TOSCANA 60 X 60 BR REF. 212111 (30,36 MT) | 20762 - BOTA WORK COTURNO CAD CAFE (1,00 UN)
L12608839;08/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.881,68;2;"21544 - TELA TECNOFIL PLAST PRETA PIN 1,50M X 50M (1,00 MT) | 24608 - PISO CERBRAS ITATIAIA HD 46 X 46 ""A"" (55,20 MT)"
L12608849;08/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.044,54;2;21850 - PORTA MADELAR STAND GIRO UV MOGNO F3 60 X 2,10 (2,00 UN) | 21872 - PORTA MADELAR STAND GIRO UV MOGNO F3 80 X 2,10 (3,00 UN)
L12608862;08/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 570,00;3;21875 - PORTA MADELAR STAND GIRO UV MOGNO F4 80 X 2,10 (2,00 UN) | 10062 - DOBRADICA SILVANA CANTO ZINC. 3.1/2 CARTELA (2,00 UN) | 8045 - FECH. SOPRANO POP LINE EXT ALAV ESP (2,00 UN)
L12608866;08/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.070,00;2;20189 - JAN QUALITY CORRER 2F 100 X 1,20 VIDRO LISO BRANCA (1,00 UN) | 22272 - PISO POINTER DUOMO TROPPO 60 X 60 EXT REF. 209929 (17,71 MT)
L12608870;08/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 118,67;2;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (2,00 UN) | 12890 - PISO CERBRAS IPU MARFIM HD 46 X 46 ""A"" (2,30 MT)"
L12608873;08/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 442,80;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (12,00 UN)
L8507141;08/08/2026;GEICI;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 2.119,00;1;24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (60,72 MT)
L8507142;08/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 170,00;3;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (2,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (4,60 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN)"
L8507146;08/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 695,11;1;"9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (13,14 MT)"
L8507147;08/08/2026;KAYLLANE;Faturado;CRATEUS;AGENDADA;NORMAL;R$ 953,12;1;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (36,80 MT)"
L8507148;08/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 300,00;4;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (5,00 UN) | 24138 - DESEMPENADEIRA SENIOR PVC AZ 16 X 28 LISA (1,00 PEC) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (4,60 MT) | 22003 - VITRO QUALITY BASCULANTE BRANCO 2FLS LISO L 0,50 X A 0,50 (1,00 UN)"
L8507149;08/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 90,00;1;13325 - REV. POINTER MOSAICO NERO 30 X 60 REF.40795 (2,37 MT)
L12608874;10/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 73,80;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN)
L12608875;10/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.403,64;1;"11796 - PISO CERBRAS AURORA BG 46 x 46 ""A"" (43,70 MT)"
L12608878;10/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 144,90;1;"11796 - PISO CERBRAS AURORA BG 46 x 46 ""A"" (4,60 MT)"
L12608880;10/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 224,00;3;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (6,90 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (2,00 UN)"
L12608881;10/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.998,20;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (60,00 UN)
L12608886;10/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 1.184,30;3;17038 - CONJ CELITE FIT BRANCO COMPLETO ACOP (1,00 UN) | 14051 - PAPELEIRA ASTRA KBM PORTA ROLLO (1,00 UN) | 3033 - LUVA KRONA SOLD 32MM (1,00 UN)
L12608887;10/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 2.200,00;1;"11773 - PISO CERBRAS AURORA BR 46 X 46 ""A"" (69,00 MT)"
L12608900;10/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 267,00;1;22165 - CANO KRONA AGUA SOLD 75MM (6,00 MT)
L12608902;10/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 369,00;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (10,00 UN)
L12608908;10/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 127,00;2;15157 - SELADOR FORTEX PIG BRANCO NEVE 15L (1,00 UN) | 8956 - TRINCHA ATLAS MEDIA SINTETICA 1.1/2 PLUMA (1,00 UN)
L12608911;10/08/2026;LEONARDO;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 3.873,50;6;"16582 - PORC. CERBRAS QUEBEC MATE 70 X 70 ""A"" (36,00 MT) | 21503 - CIMENTO POTY TODAS OBRAS 50KG (5,00 UN) | 22035 - REV. CARMELO FIOR KRAFT WHITE 32 X 57MM A (12,18 MT) | 5812 - REJ QUARTZOLIT BRANCO - 1KG (2,00 UN) | 20201 - ARGAMASSA PISO SOBRE PISO EXTERNO CINZA 15KG QUARTZOLIT (24,00 UN) | 11906 - REJUNTE QUARTZOLIT P/PORCELANATO CZ PLATINA 1KG FD (3,00)"
L12608913;10/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 107,60;1;14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (4,00 UN)
L12608914;10/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 412,00;1;"11796 - PISO CERBRAS AURORA BG 46 x 46 ""A"" (13,80 MT)"
L12608916;10/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 506,32;2;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (5,00 UN) | 7319 - PISO CERBRAS CRISTAL 46 X 46 ""C"" (13,80 MT)"
L12608917;10/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 226,00;1;23098 - PORTA STANDARD GIRO UV MOGNO F3 BORDA PINTADA 30MM X 900M (1,00 PC)
L12608918;10/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.363,76;3;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (18,00 UN) | 11479 - REJUNTE VOTOMASSA CZ PLATINA 1KG (3,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (36,80 MT)"
L12608920;10/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 36,90;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (1,00 UN)
L12608924;10/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 153,90;1;21280 - PORTA NOVAFORMA PVC 80CM CINZA (1,00 UN)
L12608929;10/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 233,91;1;11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (6,90 MT)
L12608939;10/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 268,70;2;17750 - TINTA FORTCRYL OCRE MARAJO 15L FORTEX (1,00 UN) | 21581 - ESM. FORTEX SINT PRETO BR 0,750L (2,00 UN)
L12608941;10/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 49,99;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN)
L12608953;10/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 293,70;1;23883 - TELHA FORTLEV COLONIAL 1,98 X 0,88 6 OND MARFIM (3,00 UN)
L12608956;10/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 645,60;1;19468 - FORRO NOVAFORMA GEMINI 200 X 8 X 6000 (24,00 MT)
L12608965;10/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 371,50;4;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (1,00 UN) | 17173 - TEXT. MARFIM 25KG FORTEX (1,00 UN) | 15103 - CAIXA KRONA SIFON 150 X 150 X 50 GRELGA QUAD (1,00 UN) | 11773 - PISO CERBRAS AURORA BR 46 X 46 ""A"" (4,60 MT)"
L8507159;10/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 242,86;2;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (6,90 MT) | 24463 - ARGAMASSA QUARTZOLIT ACI INTERNO CINZA15K (4,00 UN)"
L8507163;10/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 544,00;2;"10559 - PISO CERBRAS NEVE 46 X 46 ""A"" (13,80 MT) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (8,00 UN)"
L8507165;10/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 510,00;5;15179 - ENGATE KRONA 50CM (1,00 UN) | 8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 20732 - ASSENTO VIQUA SANITARIO OVAL SIMPLES BRANCO (1,00 PC) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00)
L8507168;10/08/2026;GEICI;Faturado;MONTE NEBO;ENTREGUE;NORMAL;R$ 276,76;1;"23387 - PISO KARINA RET. 69011 ""A"" 61 X 121 FILETO CANELA ESM (4,40 MT)"
L12608934;11/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 170,70;2;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (5,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (8,00 UN)
L12608936;11/08/2026;MASCILON;Faturado;CRATEUS;AGENDADA;NORMAL;R$ 1.038,37;1;23457 - PISO POINTER NEO CIMENTO CINZA RET 59,5 X 59,5 MATE REF.2 (22,14 MT)
L12608957;11/08/2026;EDVALDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 652,74;4;3514 - CANO KRONA AGUA SOLD 50MM (12,00 MT) | 3426 - CANO KRONA AGUA SOLD 25MM (42,00 MT) | 12544 - CANO KRONA AGUA SOLD 40MM (12,00 MT) | 12541 - CANO KRONA AGUA SOLD 32MM (6,00 MT)
L12608987;11/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 430,00;18;24614 - CAIXA PLASTMAX MED MONOFASICA FIBRA (1,00 UN) | 14764 - PLACA CEGA ROMAZI 4X2 C SUPORTE C25 CANOA (3,00 UN) | 5209 - CONECTOR P/HASTE DE COBRE (1,00 UN) | 14757 - TOAMADA ROMAZI INT MDL 10A SP+TOM 10A PL 4X2 BR C25 CANOA (3,00 UN) | 3011 - CAIXA TRAMONTINA EMBUTIR 4 X 2 AMARELA (6,00 UN) | 13815 - CABO SIL FLEX 6,00MM (4,00 MT) | 20842 - FITA 3M ISOLANTE IMPERIAL SLIM 18MM X 10M (1,00 UN) | 23175 - ROLDANA GERMER 56 X 56 MONOFASICA (1,00 UN) | 5724 - ADAPTADOR KRONA C/ FLANGE 25MM (1,00 UN) | 17563 - ELETRODUTO KRONA DE PVC FLEX CORRUGADO 20MM (30,00 MT) | 6165 - LUVA KRONA ELETRODUTO ROSC 3/4 (2,00 UN) | 3448 - CURVA KRONA ELETRODUTO 90° 3/4 KRONA (2,00 UN) | 24706 - CABO SIL FLEX 2,5MM VERMELHO (20,00 MT) | 22258 - HASTE ATERRAMENTO 1,5M X 9,5MM J LOBATO (1,00 UN) | 3360 - CURVA KRONA ELETR. 180° 3/4 (1,00 UN) | 6466 - MINI POSTE GALVANIZADO 1,80M P/1 ROLD CASA NOSSA (1,00 UN) | 5519 - ELETR. KRONA RIGIDO ANTICHAMA 3/4 (1,00 UN) | 24705 - CABO SIL FLEX 2,5MM VERDE (20,00 MT)
L12608992;11/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 490,00;3;17334 - TEXT. BRANCO GELO 25KG FORTEX (3,00 UN) | 10313 - LATEX FORTEX BRANCO NEVE 3,6L FORTMAIS (1,00 UN) | 17977 - MASSA FORTEX PVA 5,5 KG (1,00 UN)
L12608995;11/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 93,80;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (2,00 UN)
L12608997;11/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 73,80;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN)
L12608998;11/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 379,00;3;"24744 - PISO KARINA REF. 68022 ""A"" 60 X 120 PERLATO RET POLIDO (4,36 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN)"
L12608999;11/08/2026;MASCILON;Faturado;PORANGA;ENTREGUE;NORMAL;R$ 13.407,46;10;"12889 - PISO CERBRAS LUMINATTO BLANCO POLIDO 56 X 56 ""A"" (24,09 MT) | 14604 - PISO CERBRAS LUMINATTO BG POLIDO 56 X 56 ""A"" (24,09 MT) | 10559 - PISO CERBRAS NEVE 46 X 46 ""A"" (9,20 MT) | 21810 - PISO KARINA ONIX BLACK RET REF. 75027 ""A"" 75 X 75 (8,92 MT) | 24753 - PISO KARINA REF. 60332 ""A"" PIETRASANTA RET (45,60 MT) | 14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (47,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (57,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (25,00 UN) | 22902 - PISO CARMELO FIOR ALASKA 57 X 57MM HD A (49,21 MT) | 9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (61,32 MT)"
L12609000;11/08/2026;LIMA;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 7.890,00;1;"18032 - PORC. CERBRAS ICARO POLIDO HD 70 X 70 ""A"" (100,00 MT)"
L12609002;11/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 149,90;1;17173 - TEXT. MARFIM 25KG FORTEX (1,00 UN)
L12609013;11/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 196,00;4;13904 - ESPUMA QUARTZOLIT EXPANSIVA 500ML (1,00 UN) | 19818 - SOPRADOR KALA TERMICO 2000W 220V (1,00 UN) | 3426 - CANO KRONA AGUA SOLD 25MM (6,00 MT) | 17526 - ADESIVO POLYTUBES 17G PARA TUBOS (1,00 UN)
L12609018;11/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 233,91;1;"24608 - PISO CERBRAS ITATIAIA HD 46 X 46 ""A"" (6,90 MT)"
L12609020;11/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 339,00;1;17983 - TINTA FORTPLUS SB BRANCO GELO 15L FORTEX (1,00 UN)
L12609021;11/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 111,07;1;22272 - PISO POINTER DUOMO TROPPO 60 X 60 EXT REF. 209929 (2,53 MT)
L12609028;11/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 3.752,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (80,00 UN)
L12609029;11/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 370,00;2;8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (10,00 UN) | 24611 - ARGAMASSA VOTOMASSA ACI 15KG INTERNA (10,00 UN)
L12609030;11/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.069,35;5;15869 - ESPACADOR CORTAG JUNTAPISO 4MM 100PÇS (1,00 UN) | 22653 - CONJ ELIETE BACIA MONOBLOCO TURIN BR 3/6L (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (4,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (7,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (22,77 MT)
L12609039;11/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 298,77;1;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (11,50 MT)"
L12609041;11/08/2026;CAMILA;Faturado;REALEJO;ENTREGUE;NORMAL;R$ 3.619,82;6;"18578 - REJUNTE QUARTZOLIT PORCELANATOS BRANCO 1KG (5,00 UN) | 21503 - CIMENTO POTY TODAS OBRAS 50KG (6,00 UN) | 17400 - CUNHA CORTAG SLIM PARA NIVELAMENTO (1,00 UN) | 17267 - PORC. CERBRAS OLIMPO POLIDO 70 X 70 ""A"" (40,00 MT) | 14901 - ARGAMASSA PORC E PISO S/ PISO INT CINZA 15KG QUARTZOLIT (20,00 UN) | 17995 - ESPACADOR CORTAG NIVELADOR SLIM 1,0 MM AZUL (2,00 UN)"
L12609048;11/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 331,14;13;20995 - ADAPTADOR REBOUCAS A 1/2 PTO ROSC EXT RIP (2,00 UN) | 12653 - CANO KRONA AGUA SOLD 20MM (1,00 MT) | 20377 - LUVA KRONA SOLD E ROSCA (LR) 20MM X 1/2 (1,00 UN) | 21029 - TEE REBOUCAS INTER A 1/2 PTO RIP (1,00 UN) | 5498 - ADAPTADOR KRONA C/ FLANGE 50MM (1,00 UN) | 6740 - BUCHA KRONA RED SOLD CURTA 25 X 20MM (1,00 UN) | 21040 - UNIAO REBOUCAS INTER F 3/8 PTA RIP (1,00 UN) | 12184 - CX. DAGUA BAKOF 500L C/TMP (1,00 UN) | 5508 - JOELHO KRONA LR 90º SOLD 20 X 1/2 (1,00 UN) | 5048 - BUCHA RED SOLD. LONGA 50X20 MULTILIT (1,00 UN) | 21007 - JOELHO REBOUCAS INTERNO A 1/2 PTO RIP (1,00 UN) | 3627 - JOELHO KRONA 90º SOLD C/BUCHA LATAO 25 X 3/4 B/LR (1,00 UN) | 10740 - JOELHO KRONA 90º SOLD 20MM (2,00 UN)
L12609058;11/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.062,60;1;22272 - PISO POINTER DUOMO TROPPO 60 X 60 EXT REF. 209929 (25,30 MT)
L12609064;11/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 187,01;3;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (4,60 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (4,00 UN)"
L12609068;11/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 137,80;1;"17267 - PORC. CERBRAS OLIMPO POLIDO 70 X 70 ""A"" (2,00 MT)"
L12609069;11/08/2026;MASCILON;Faturado;PAU DE OLEIO;ENTREGUE;NORMAL;R$ 774,00;1;"21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (29,90 MT)"
L12609072;11/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 149,00;1;14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (10,00 UN)
L12609082;11/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 179,26;1;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (6,90 MT)"
L8507170;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 325,02;2;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (4,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (9,20 MT)"
L8507172;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 405,00;3;21580 - ESM. FORTEX SINT BRANCO NEVE BR 0,750L (1,00 UN) | 17198 - LATEX FORTEX BRANCO NEVE 15L FORTMAIS (2,00 UN) | 7391 - TEXT. CINZA MEDIO 25KG FORTEX (1,00 UN)
L8507173;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 640,00;1;20937 - PORTA METALFLEX POSTIGO SPP 080 X 210 VL BRANCA ESQ (1,00 UN)
L8507174;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 213,00;2;3792 - TELA COLUNA 8,00MM 7 X 14CM 6M AÇO CEARENSE (2,00 UN) | 21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN)
L8507175;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 93,87;2;24463 - ARGAMASSA QUARTZOLIT ACI INTERNO CINZA15K (1,00 UN) | 11763 - PISO CERBRAS ICAPUI BR 46 X 46 ''A'' (2,30 MT)
