Pedido;Data;Vendedor;Situacao;Cidade;Logistica;Situacao_CSV_Entrega;Valor_Pedido;Qtd_Itens;Itens_Resumo
L8507178;11/08/2026;GEICI;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 1.295,00;9;8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 22560 - PISO CARMELO FIOR MELINDA 57 X 57MM HD A (12,95 MT) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 15171 - ENGATE KRONA 40CM (1,00 UN) | 17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (2,00 UN) | 20732 - ASSENTO VIQUA SANITARIO OVAL SIMPLES BRANCO (1,00 PC) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (7,00 UN) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00) | 11184 - SPOT BLUMENAU EMB QUAD 18W LED 6.400K 80446004 (1,00 UN)
L8507179;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 87,00;2;13710 - SILICONE QUARTZOLIT ACETICO MULTIUSO 256G (1,00 UN) | 20856 - TINTA FORTEX FORTPISO CONCRETO 3,6 L (1,00 UN)
L8507181;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.417,50;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (30,00 UN)
L8507184;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 200,00;1;22666 - JAN QUALITY CORRER HOME BRANCO 2FLS LISO 1,00 X 0,80 (1,00 UN)
L8507185;11/08/2026;GEICI;Pedido;CRATEUS;ENTREGUE;RETIRADA;R$ 327,00;2;"22356 - PISO KARINA REF. 75014 RET 75 X 75 ONIX PINK HD (2,23 MT) | 21810 - PISO KARINA ONIX BLACK RET REF. 75027 ""A"" 75 X 75 (2,23 MT)"
L8507188;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 234,00;1;20990 - JAN QUALITY COR 2F 1,00 X 1,00 VIDRO LISO BRANCA (1,00 UN)
L8507189;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 650,00;6;"13139 - CHUVEIRO ASTRA PLASTICO 4"" BRANCO (1,00 UN) | 8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 21503 - CIMENTO POTY TODAS OBRAS 50KG (2,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00) | 18354 - ASSENTO ASTRA MISTO (1,00 UN)"
L8507190;11/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 256,34;4;7721 - SIFAO ASTRA DUPLO SANFONADO (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (1,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN) | 6153 - PISO CERBRAS ARARIPE CZ 46 X 46 ''A'' (4,60 MT)
L8507191;11/08/2026;GEICI;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 116,76;1;17198 - LATEX FORTEX BRANCO NEVE 15L FORTMAIS (1,00 UN)
L12609061;12/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 72,89;2;21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (1,00 UN)
L12609074;12/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 324,50;1;21284 - ARREMATE NOVAFORMA F STANDARD RODA FORRO (7,00 UN)
L12609085;12/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 2.093,40;4;"19131 - PORC. ICARO MATE HD 70 X 70 ""A"" CERBRAS (4,00 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (12,00 UN) | 18032 - PORC. CERBRAS ICARO POLIDO HD 70 X 70 ""A"" (20,00 MT) | 3516 - REJUNTE QUARTZOLIT PORCELANATO PALHA 1KG (2,00 UN)"
L12609086;12/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 826,95;3;22560 - PISO CARMELO FIOR MELINDA 57 X 57MM HD A (15,54 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (8,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (3,00 UN)
L12609110;12/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 243,30;5;19829 - VALVULA ASTRA LAVATORIO PRETA S/ LADRAO E UNHO (1,00 UN) | 15171 - ENGATE KRONA 40CM (1,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN) | 18910 - KIT COZIMAX MAD ONIX PRETO (1,00 UN) | 22761 - TORN. FLUX MESA PARA LAV LONDRES CROMADA (1,00 UN)
L12609118;12/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 340,00;1;17984 - TINTA FORTPLUS SB BRANCO NEVE 15L FORTEX (1,00 UN)
L12609120;12/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 503,60;2;"18928 - PORC. CERBRAS LONDON MATTE HD 70 X 70 ""A"" (6,00 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (3,00 UN)"
L12609125;12/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 350,00;1;"12889 - PISO CERBRAS LUMINATTO BLANCO POLIDO 56 X 56 ""A"" (6,57 MT)"
L12609134;12/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 211,60;1;22659 - PORC. CERBRAS OLIMPO MATE HD 70 X 70 A ESTOQUE ESPECIAL (4,00 MT)
L12609148;12/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 200,00;1;22902 - PISO CARMELO FIOR ALASKA 57 X 57MM HD A (5,18 MT)
L12609150;12/08/2026;CAMILA;Faturado;UMBURANA;ENTREGUE;CARRO HORARIO;R$ 1.506,38;4;9801 - ESPACADOR CORTAG JUNTAPISO 3MM 100PÇS (1,00 UN) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (15,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (5,00 UN) | 24615 - PISO POINTER TOSCANA 60 X 60 BR REF. 212111 (30,36 MT)
L8507196;12/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 545,80;5;8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 15171 - ENGATE KRONA 40CM (1,00 UN) | 13635 - ASSENTO HERC ALMOF PRIME BR 2385 (1,00 UN) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00)
L8507202;12/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 682,74;2;24680 - PREGO GERDOU GUEPAR ACO C/CB. 18 X 30-2.3/4X10 C/100 (2,00 UN) | 20497 - CORTA VERGALAHO GEDORE 36 OC:1411/2550 (1,00 UN)
L8507205;12/08/2026;GEICI;Faturado;ROSARIO;ENTREGUE;RETIRADA;R$ 1.051,00;1;23547 - CONJUNTO CHURRASQUEIRA PEDRARTE VERMELHA 65CM GRANDE (1,00 UN)
L8507210;12/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 3.678,84;3;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (73,60 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (5,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (35,00 UN)"
L8507211;12/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;CARRO HORARIO;R$ 360,00;4;"9800 - ESPAÇADOR CORTAG JUNTAPISO 2MM 100PÇS (1,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (11,50 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN)"
L12608740;13/08/2026;MASCILON;Faturado;IPAPORANGA;ENTREGUE;NORMAL;R$ 1.811,87;4;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (11,50 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (24,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (20,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (45,00 UN)"
L12609142;13/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 176,59;1;24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (5,06 MT)
L12609152;13/08/2026;NOBRE LAR VAREJ;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 3.752,00;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (80,00 UN)
L12609157;13/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 64,56;1;19468 - FORRO NOVAFORMA GEMINI 200 X 8 X 6000 (2,40 MT)
L12609158;13/08/2026;CAMILA;Faturado;IBIAPABA;ENTREGUE;CARRO HORARIO;R$ 2.260,60;23;8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (2,00 UN) | 3722 - LUVA KRONA SOLD BUCHA LATAO 25 X 3/4 (2,00 UN) | 22822 - KIT COZIMAX MAD AGATA 45 JQB (2,00 UN) | 5209 - CONECTOR P/HASTE DE COBRE (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (2,00 UN) | 15171 - ENGATE KRONA 40CM (2,00 UN) | 17181 - ABRACADERIA INCA GALVANIZADA TIPO U 3/4 (3,00 UN) | 24332 - ESPUMA KALA EXPANSIVA PU A340G/500ML (2,00 UN) | 21156 - HASTE FLUX DE ATERRAMENTO 3/8 1 METRO (1,00 UN) | 24617 - DISJUNTOR WEG UNIPOLAR DIN CURVA B 25A 3KA (1,00 UN) | 5728 - ADAPTADOR KRONA SOLD CURTO 40 X 1.1/4 (4,00 UN) | 17004 - REG. BELLARENZO DE PRESSAO 1416 3/4 ACAB C-31 LIGHT (2,00 UN) | 6165 - LUVA KRONA ELETRODUTO ROSC 3/4 (2,00 UN) | 13635 - ASSENTO HERC ALMOF PRIME BR 2385 (2,00 UN) | 24793 - CABO SIL FLEX 6,0MM VERDE (3,00 MT) | 3448 - CURVA KRONA ELETRODUTO 90° 3/4 KRONA (1,00 UN) | 21498 - REG. BELLARENZO DE GAVETA 1509 1.1/4 C-31 COD. 2613 (2,00 UN) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (2,00) | 3360 - CURVA KRONA ELETR. 180° 3/4 (1,00 UN) | 18785 - BUCHA KRONA RED SOLD LONGA 25 X 20 (4,00 UN) | 5519 - ELETR. KRONA RIGIDO ANTICHAMA 3/4 (1,00 UN) | 3034 - ADAPTADOR KRONA SOLD CURTO 25 X 3/4 (2,00 UN) | 20373 - PARAFUSO JOMARCA CAB CHATA PHS C/BUCHA 08 (6,00 UN)
L12609162;13/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.590,00;3;"17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (2,00 UN) | 23387 - PISO KARINA RET. 69011 ""A"" 61 X 121 FILETO CANELA ESM (22,00 MT) | 23671 - REV. CARMELO FIOR 38 X 75 MMHD TARSO PLUS A (8,00 MT)"
L12609166;13/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 76,94;1;22036 - REV. CARMELO FIOR TATO 32 X 57MM HD A (2,03 MT)
L12609167;13/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 174,00;1;19170 - REV. POINTER SACRA GRIGIO 30 X 60 REF:201210 (4,74 MT)
L12609174;13/08/2026;LIMA;Faturado;SAO GONCALO;ENTREGUE;NORMAL;R$ 1.480,00;11;"15179 - ENGATE KRONA 50CM (2,00 UN) | 20861 - ASSENTO VIQUA ALMOFADADO SANITARIO OVAL BRANCO (1,00 UN) | 8236 - ANEL JAPI DE VEDAÇAO COM GUIA P/ VASO SANIT (1,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 5648 - CONJ CELITE ACOP SAVEIRO BRANCO (1,00 UN) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (20,70 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (5,00 UN) | 7792 - SIFAO ASTRA SANF SIMPLES UNIVERSAL PLAST BCO (1,00 UN) | 18910 - KIT COZIMAX MAD ONIX PRETO (1,00 UN) | 9861 - PARAFUSO TORALF DE FIXAÇAO PA (1,00) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (8,00 UN)"
L12609176;13/08/2026;MASCILON;Faturado;CRATEUS;AGENDADA;NORMAL;R$ 1.023,20;9;"8950 - TRINCHA ATLAS ""2"" CABO MARROM (1,00 UN) | 22377 - TINTA FORTCRYL AZUL PROFUNDO 15L FORTEX (2,00 UN) | 23146 - ESM FORTEX SINT BRANCO NEVE FOSCO 0,750L (1,00 UN) | 20357 - SOLVENTE EUCATEX THINNER 900ML 9100 BS (1,00 UN) | 11595 - LIXA ATLAS MANUAL 100 (2,00 UN) | 21874 - PORTA MADELAR STAND GIRO UV MOGNO F4 70 X 2,10 (1,00 UN) | 8979 - BROXA ATLAS RETANGULAR 18 X 8CM (2,00 UN) | 21254 - VERNIZ IQUINE EXTRARRAPIDO CEDRO 900ML (1,00 UN) | 19947 - LATEX FORTEX CINZA MEDIO FORTMAIS 15L (2,00 UN)"
L12609179;13/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 233,60;1;17329 - LATEX AREIA 15L FORTMAIS FORTEX (2,00 UN)
L12609183;13/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 93,90;1;4834 - TOPFLEX VIQUA VERDE COM ESGUICHO 1/2X15M (1,00 UN)
L12609185;13/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.350,00;8;19829 - VALVULA ASTRA LAVATORIO PRETA S/ LADRAO E UNHO (2,00 UN) | 22496 - BARRA DE APOIO BELLARENZO ALUMINIO 40CM NBR 9050 (1,00 UN) | 20255 - JAN QUALITY COR NATURAL 2F 100 X 1,00 V CANELADO (1,00 UN) | 22036 - REV. CARMELO FIOR TATO 32 X 57MM HD A (14,21 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (7,00 UN) | 7721 - SIFAO ASTRA DUPLO SANFONADO (1,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (2,00 UN) | 17230 - TANQUE DECORALITA DUP GRANITO 102 X 50 CINZA REAL (1,00 UN)
L12609189;13/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 45,80;1;14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (2,00 UN)
L12609190;13/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 65,78;2;19468 - FORRO NOVAFORMA GEMINI 200 X 8 X 6000 (1,20 MT) | 21284 - ARREMATE NOVAFORMA F STANDARD RODA FORRO (1,00 UN)
L12609197;13/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;TOPIQUE;R$ 251,70;1;15636 - SUPERGRAUTE QUARTZOLIT 25KG (3,00 UN)
L12609201;13/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 33,50;1;21284 - ARREMATE NOVAFORMA F STANDARD RODA FORRO (1,00 UN)
L12609204;13/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.265,80;3;"22934 - REV. KARINA REF. 21003 ""A"" 20 X 120 CARVALHO CANELA RET H (5,76 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (40,00 UN) | 11906 - REJUNTE QUARTZOLIT P/PORCELANATO CZ PLATINA 1KG FD (2,00)"
L12609218;13/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 180,00;2;22035 - REV. CARMELO FIOR KRAFT WHITE 32 X 57MM A (4,06 MT) | 23779 - PAINEL MAK LED DOB PRETO QUAD SOB 6500K 24W (1,00 UN)
L12609224;13/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 100,00;1;24658 - PISO POINTER NEO CIMENTO BRANCO RET 59,5 X 59,5 MATE (2,46 MT)
L12609230;13/08/2026;LEONARDO;Faturado;SITIO GIRA SOL;ENTREGUE;NORMAL;R$ 499,70;1;21503 - CIMENTO POTY TODAS OBRAS 50KG (10,00 UN)
L12609238;13/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;PROGRAMADO;R$ 550,70;2;23893 - ESPELHO COZIMAX ECLIPSE 500 X 750 X 3MM (2,00 UN) | 4835 - TOPFLEX VIQUA VERDE COM ESGUICHO 1/2 X 20M (1,00 UN)
L8507217;13/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 444,00;5;9015 - ROLO ATLAS DE LA DE CARNEIRO 15CM (1,00 UN) | 22378 - TINTA FORTPLUS SB CINZA MEDIO 15L FORTEX (1,00 UN) | 20357 - SOLVENTE EUCATEX THINNER 900ML 9100 BS (2,00 UN) | 8980 - ROLO ATLAS POLYESTER 15CM (1,00 UN) | 11595 - LIXA ATLAS MANUAL 100 (10,00 UN)
L8507218;13/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 155,30;2;17373 - LATEX FORTEX OCRE COLONIAL 15L FORTMAIS. (1,00 UN) | 12277 - LATEX OCRE COLONIAL 3,6L FORTEX (1,00 UN)
L8507219;13/08/2026;GEICI;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.116,90;1;"9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (21,90 MT)"
L12609209;14/08/2026;LEONARDO;Faturado;REALEJO;ENTREGUE;NORMAL;R$ 11.010,00;19;"22882 - LAVAT. CELITE SUSPENSO 385 X 285MM COLIBRI, LOGASA, BRANC (1,00 UN) | 23449 - LINHA P/ PEDREIRO TREVO 100 MT ( LARANJA) (1,00 UN) | 24745 - PISO KARINA REF. 60325 ""A"" 60 X 60 MUNARI CINZA ESM (32,24 MT) | 14186 - SIFAO KRONA SIMPLES BRANCO (1,00 UN) | 23409 - KIT ICO METAIS BANHEIRO 5 PECAS ROUND ALUMINIO 3030 CS PT (1,00 UN) | 22914 - REV. CARMELO FIOR MENFI GRIGIO PLUS 38 X 75MM A (4,00 MT) | 13082 - CONJ CELITE LIKE BCO ACOP ECOFLUSH COMPLETO (1,00 UN) | 17708 - ESPACADOR CORTAG NIVELADOR SLIM 1,5MM VERMELHO (6,00 UN) | 13697 - VALVULA POLYFORT P/LAVAT BRANCA (1,00 UN) | 20471 - PORC. TECHNATO WHITE MATE 70 X 70 ""A"" CERBRAS (34,00 MT) | 17400 - CUNHA CORTAG SLIM PARA NIVELAMENTO (3,00 UN) | 17267 - PORC. CERBRAS OLIMPO POLIDO 70 X 70 ""A"" (48,00 MT) | 22036 - REV. CARMELO FIOR TATO 32 X 57MM HD A (14,21 MT) | 14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (27,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (8,00 UN) | 23886 - PISO POINTER INFINITA BEGE 60 X 60 BR REF. 208943 (5,06 MT) | 23988 - PARAFUSO EUROFIX P/ SANIT B-10 LATONADO C/ 02 (1,00 UN) | 20201 - ARGAMASSA PISO SOBRE PISO EXTERNO CINZA 15KG QUARTZOLIT (40,00 UN) | 11906 - REJUNTE QUARTZOLIT P/PORCELANATO CZ PLATINA 1KG FD (7,00)"
L12609225;14/08/2026;CAMILA;Faturado;INDEPENDENCIA;ENTREGUE;NORMAL;R$ 4.990,00;3;"8608 - ARGAMASSA VOTOMASSA ACII 15KG EXTERNA (60,00 UN) | 21243 - PISO CERBRAS IPANEMA BEGE 46 X 46 ""A"" (135,70 MT) | 17250 - REJ QUARTZOLIT BEGE - 1KG (25,00 UN)"
L12609228;14/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 146,00;1;18579 - REJUNTE QUARTZOLIT PISCINA BRANCO 5KG (1,00 UN)
L12609237;14/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 1.606,90;3;13472 - FITA 3M CREPE 24MM X 50M (1,00 UN) | 22372 - TINTA FORTCRYL TERRACOTA 3,6L FORTEX (1,00 UN) | 17175 - TEXT. PEROLA 25KG FORTEX (11,00 UN)
L12609244;14/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.080,00;1;24590 - PISO CERBRAS LUMINATO BLANCO POLIDO 75 X 75 A (22,50 MT)
L12609245;14/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 467,17;3;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (11,50 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (10,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (6,00 UN)"
L12609246;14/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 1.135,00;3;"21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (25,90 MT) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (8,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (16,00 UN)"
L12609248;14/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 98,42;1;23721 - PISO POINTER JARDIM MIX 60 X 60 EXT REF. 209931 (2,53 MT)
L12609249;14/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 3.306,40;2;"16076 - PORC. CERBRAS TECHNATTO CREMA POLIDO 70 X 70 ""A"" (36,00 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (17,00 UN)"
L12609250;14/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 73,80;1;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN)
L12609255;14/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 180,00;2;"16186 - PORC. ZEUS POLIDO 70 X 70 ""A"" CERBRAS (2,00 MT) | 7762 - OBTURADOR ASTRA P/ SAIDA D'AGUA (1,00 UN)"
L12609269;14/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 3.330,00;9;"17708 - ESPACADOR CORTAG NIVELADOR SLIM 1,5MM VERMELHO (3,00 UN) | 17400 - CUNHA CORTAG SLIM PARA NIVELAMENTO (3,00 UN) | 17156 - REJ MARROM CAFÉ QUARTZOLIT - 1KG (1,00 UN) | 24719 - PISO CERBRAS PALAZZO POLIDO HD 75 X 75 A (31,50 MT) | 24119 - PISO CARMELO FIOR 67,2 X67,2 HD STELLA LUX RT A (6,32 MT) | 23387 - PISO KARINA RET. 69011 ""A"" 61 X 121 FILETO CANELA ESM (6,60 MT) | 20201 - ARGAMASSA PISO SOBRE PISO EXTERNO CINZA 15KG QUARTZOLIT (20,00 UN) | 24359 - SECADOR NIQUELART PRIME DUPLO TUBO CR CL AZ (1,00 UN) | 3516 - REJUNTE QUARTZOLIT PORCELANATO PALHA 1KG (3,00 UN)"
L12609272;14/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;URGENTE;R$ 277,00;2;12184 - CX. DAGUA BAKOF 500L C/TMP (1,00 UN) | 12541 - CANO KRONA AGUA SOLD 32MM (1,00 MT)
L12609273;14/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 2.991,60;2;12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (75,00 UN) | 23917 - LAMPADA LUMANTI LED BULBO 62W 6500K 5000 LUMENS E27 AUTOV (3,00 UN)
L12609274;14/08/2026;CAMILA;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 874,25;1;"9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (17,52 MT)"
L12609282;14/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 436,47;5;"21503 - CIMENTO POTY TODAS OBRAS 50KG (1,00 UN) | 5815 - REJ PRETO GRAFITE QUARTZOLIT-1Kg (2,00 KG) | 21246 - PISO CERBRAS IPANEMA CINZA 46 X 46 ""A"" (9,20 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (2,00 UN) | 14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (2,00 UN)"
L12609287;14/08/2026;MASCILON;Faturado;CRATEUS;ENTREGUE;NORMAL;R$ 728,00;1;21979 - REV. ELIZABETH REGOLO 07 X 26CM ESM ACETINADO (9,09 MT)
L12609291;14/08/2026;LIMA;Faturado;IPAPORANGA;PROGRAMADO;PROGRAMADO;R$ 12.370,00;5;"14900 - ARGAMASSA VARANDAS E QUINTAIS 15KG QUARTZOLIT (45,00 UN) | 15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (58,00 UN) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (45,00 UN) | 24606 - PISO POINTER GIOIA ORO 60 X 60 BR REF. 21211 (139,15 MT) | 9192 - PISO CERBRAS NAPOLI POLIDO 56 X 56 ""A"" (96,36 MT)"
L12609292;14/08/2026;LIMA;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 286,00;2;14557 - ARGAMASSA COZINHAS / BANHEIROS 15KG QUARTZOLIT (15,00 UN) | 7318 - PISO CERBRAS CRISTAL 46 X 46 A (2,30 MT)
L12609300;14/08/2026;LEONARDO;Faturado;PORANGA;ENTREGUE;NORMAL;R$ 4.866,00;9;23156 - PORC. ELIZABETH 70 X 70 NIQUEL IMPERADOR ESM POLIDO (36,75 MT) | 17708 - ESPACADOR CORTAG NIVELADOR SLIM 1,5MM VERMELHO (4,00 UN) | 17400 - CUNHA CORTAG SLIM PARA NIVELAMENTO (1,00 UN) | 23063 - SPOT BLUMENAU SLIM LED EMB QUAD 6W 65000K 80266001 (18,00 PC) | 20842 - FITA 3M ISOLANTE IMPERIAL SLIM 18MM X 10M (1,00 UN) | 13016 - SPOT BLUMENAU SOB QUAD 29CM ALUM. 24W (2,00 UN) | 24702 - CABO SIL FLEX 2,5MM AZUL (100,00 MT) | 12532 - ARGAMASSA ACIII QUARTZOLIT-15KG (19,00 UN) | 11906 - REJUNTE QUARTZOLIT P/PORCELANATO CZ PLATINA 1KG FD (5,00)
L12609305;14/08/2026;LEONARDO;Faturado;CRATEUS;ENTREGUE;RETIRADA;R$ 55,30;1;15624 - REJ QUARTZOLIT CZ PLATINA - 1KG (7,00 UN)
